ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,Antibiotic resistance,Metabolite (antibiotic)
16364,"BM-B-384, CH-M-1035, NNRL B-24196","DSM 41796, JCM 12681, NRRL B-24196, CIP 108132, NBRC 100915, NCIMB 14336",1,1,Streptomyces mexicanus,Streptomyces,mexicanus,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
16220,SF-337,"DSM 40503, ATCC 19166, CBS 717.72, IFO 13416, ISP 5503, NBRC 13416, RIA 1377, JCM 4673, BCRC 15169, CGMCC 4.1986, CIP 108145, JCM 4793, KCTC 19944, NRRL B-12429, VKM Ac-1916, KCC S-0793",1,1,Streptomyces morookaensis,Streptomyces,morookaensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
141109,594,"IMPPG 594, DSM 41949, NRRL B-24891",1,1,Streptomyces odonnellii,Streptomyces,odonnellii,1,penicillin g
,,,,,,,,1,vancomycin
16172,"1882, FI 1882","DSM 40571, ATCC 23202, CBS 767.72, IFO 13466, IPV 1901, ISP 5571, JCM 4546, JCM 4807, NBRC 13466, NRRL B-3379, RIA 1427, BCRC 15173, CECT 3267, CGMCC 4.1989, CIP 108141, IFM 1226, KCTC 9870, VKM Ac-929, KCC S-0807",1,1,Streptomyces orinoci,Streptomyces,orinoci,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
133137,PL19,"NRRL B-24728, ICMP 17783",1,1,Streptomyces pini,Streptomyces,pini,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefotaxime
,,,,,,,,1,chloramphenicol
,,,,,,,,1,nalidixic acid
159718,A249,"CGMCC 4.7417, JCM 32175",1,1,Streptomyces populi,Streptomyces,populi,1,chloramphenicol
,,,,,,,,1,norfloxacin
,,,,,,,,1,oxacillin
,,,,,,,,1,penicillin
,,,,,,,,1,streptomycin
166150,1AS2c,"CMAA 1679, NRRL B-65479, DSM 105299",1,1,Streptomyces rhizosphaericola,Streptomyces,rhizosphaericola,1,streptomycin
132965,HNM0071,"DSM 103383, CCTCC AA 2015018, KCTC 39604",1,1,Streptomyces spongiicola,Streptomyces,spongiicola,1,chloramphenicol
,,,,,,,,1,novobiocin
,,,,,,,,1,sulfamethoxazole
16173,26-A,"DSM 40027, ATCC 12310, CBS 642.72, DSM 41486, IFO 13341, IFO 3364, ISP 5027, JCM 4087, JCM 4182, NBRC 13341, NBRC 3364, RIA 1302, NIHJ 26A, BCRC 12428, CGMCC 4.1930, CIP 108140, HUT 6071, JCM 4844, NRRL B-1667, VKM Ac-1914, CCRC 12428, KCC S-0844",1,1,Streptomyces thioluteus,Streptomyces,thioluteus,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
132381,169,"DSM 45455, CCUG 62974, MTCC 11561",1,1,Streptosporangium algeriense,Streptosporangium,algeriense,1,chloramphenicol
158202,SM1214,"DSM 107948, CCTCC AB 2014245, JCM 30334",1,1,Subsaxibacter arcticus,Subsaxibacter,arcticus,1,gentamicin
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
133103,9583b,"DSM 103962, CGMCC 1.12976, KCTC 33586, JCM 33410",1,1,Subtercola lobariae,Subtercola,lobariae,1,1 % sodium lactate
,,,,,,,,1,aztreonam
,,,,,,,,1,nalidixic acid
,,,,,,,,1,potassium tellurite
166231,HSMS-29,"KACC 19870, NBRC 113549",1,1,Sulfitobacter sabulilitoris,Sulfitobacter,sabulilitoris,1,lincomycin
,,,,,,,,1,oleandomycin
,,,,,,,,1,streptomycin
170934,JBTF-M27,"KACC 21648, NBRC 114356",1,1,Sulfitobacter sediminilitoris,Sulfitobacter,sediminilitoris,1,lincomycin
140590,HS-1,"InaCC Ar79, JCM 31740",1,1,Sulfodiicoccus acidiphilus,Sulfodiicoccus,acidiphilus,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,kanamycin
158440,6FBBBH3,"DSM 106861, JCM 32470",1,1,Sutterella megalosphaeroides,Sutterella,megalosphaeroides,1,amoxicillin
,,,,,,,,1,penicillin
,,,,,,,,1,streptomycin
,,,,,,,,1,sulfamethoxazole
,,,,,,,,1,trimethoprim
,,,,,,,,1,vancomycin
138546,,"CIP 108503, CCUG 49335, DSM 16965",1,1,Sutterella morbirenis,Sutterella,morbirenis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
17827,,"DSM 14016, ATCC 51579, CIP 104799, KCTC 15691, CCUG 42229, WAL 9799, JCM 32440",1,1,Sutterella wadsworthensis,Sutterella,wadsworthensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
140615,MM-8,"NBRC 112238, KCTC 52209",1,1,Taeania maliponensis,Taeania,maliponensis,1,ampicillin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
140937,TT1,"JCM 18659, BCRC 80493",1,1,Tagaea marina,Tagaea,marina,1,cephalothin
,,,,,,,,1,clindamycin
,,,,,,,,1,colistin
,,,,,,,,1,lincomycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,oxacillin
,,,,,,,,1,polymyxin b
5177,BD 875,"DSM 13699, ATCC 31623, CCUG 30156, CIP 105599, FERM P-5449, JCM 8882, LMG 22049, SHS 2003, CCM 4319, KCTC 12451, KCTC 2805, NCPPB 3826",1,1,Tatumella citrea,Tatumella,citrea,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
5178,BD 876,"DSM 13700, ATCC 31626, CCUG 30159, CIP 105598, FERM P-5452, JCM 8885, LMG 22050, SHS 2006, BCRC 14443, CCM 4320, KCTC 12452, KCTC 2747, NCPPB 3820",1,1,Tatumella punctata,Tatumella,punctata,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
5179,BD 877,"DSM 13701, ATCC 31628, CCUG 30161, CIP 105600, JCM 8887, LMG 22051, SHS 2008, CCM 4324, FERM P-5454, NCPPB 3822",1,1,Tatumella terrea,Tatumella,terrea,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
68,170/96,"DSM 14915, CIP 107418, CCUG 55703",1,1,Roseomonas ludipueritiae,Roseomonas,ludipueritiae,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
140,TPB6017,"DSM 23630, VKM B-2570",1,1,Telmatobacter bradus,Telmatobacter,bradus,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,streptomycin
158558,JDTF-79,"KCTC 52980, NBRC 112903",1,1,Tenacibaculum aestuariivivum,Tenacibaculum,aestuariivivum,1,ampicillin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,novobiocin
,,,,,,,,1,penicillin g
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
141110,HZ1,"MCCC 1H00174, KCTC 52476",1,1,Tenacibaculum agarivorans,Tenacibaculum,agarivorans,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,penicillin
,,,,,,,,1,streptomycin
,,,,,,,,1,tobramycin
140910,RSS1-6,"KCTC 42702, NBRC 111225",1,1,Tenacibaculum ascidiaceicola,Tenacibaculum,ascidiaceicola,1,ampicillin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
158587,JDTF-31,"KCTC 52749, NBRC 112783",1,1,Tenacibaculum insulae,Tenacibaculum,insulae,1,ampicillin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,penicillin g
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
140830,YKTF-3,"KCTC 52210, NBRC 111991",1,1,Tenacibaculum sediminilitoris,Tenacibaculum,sediminilitoris,1,ampicillin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,penicillin g
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
159905,"38H-Str., 38H-str","DSM 100343, VKM B-2964",1,1,Tenuifilum thalassicum,Tenuifilum,thalassicum,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
6138,4BON,"DSM 15512, CIP 107790",1,1,Tepidiphilus succinatimandens,Tepidiphilus,succinatimandens,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
140870,B3,"KCTC 42652, CGMCC 1.15254",1,1,Terasakiella brassicae,Terasakiella,brassicae,1,bacitracin
,,,,,,,,1,cefoxitin
,,,,,,,,1,polymyxin b
,,,,,,,,1,tetracycline
6285,,"DSM 20308, ATCC 6947, CCM 1655, IMET 10431, NCIB 8914, NCTC 4216, CCUG 23850, LMG 3818, CCTM La2715, CIP 102515, JCM 1365, BCRC 17052, CCUG 23928, CGMCC 1.2032, IAM 12345, IAM 14295, IFO 12960, IMSNU 21313, KCTC 9133, NBRC 12960, NCDO 1574, NCIMB 8914, NRIC 0156, NRRL B-4012, VKM Ac-1120, VKM B-669",1,1,Terrabacter tumescens,Terrabacter,tumescens,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
133391,M1-33108,"CCTCC AB 2016103, KCTC 52448",1,1,Terrimonas crocea,Terrimonas,crocea,1,amikacin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,penicillin g
,,,,,,,,1,polymyxin b
158697,FL-8,"CCTCC AB 2017059, JCM 32095",1,1,Terrimonas soli,Terrimonas,soli,1,amikacin
,,,,,,,,1,bacitracin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,penicillin g
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
140588,,"KCTC 39760, NBRC 111973, CAU 1319",1,1,Tessaracoccus arenae,Tessaracoccus,arenae,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,polymyxin b
,,,,,,,,1,sulfamethoxazole
,,,,,,,,1,tobramycin
,,,,,,,,1,trimethoprim
132480,RP1,"DSM 100159, KCTC 39686, MCC 2769",1,1,Tessaracoccus flavus,Tessaracoccus,flavus,1,amikacin
,,,,,,,,1,ampicillin
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,oxytetracycline
,,,,,,,,1,penicillin g
,,,,,,,,1,tetracycline
12668,SL014B-20A1,"DSM 22955, CGMCC 1.9159",1,1,Tessaracoccus oleiagri,Tessaracoccus,oleiagri,1,gentamicin
,,,,,,,,1,neomycin
,,,,,,,,1,polymyxin b
1392,HS286,"DSM 21635, CCM 7597, JCM 15722",1,1,Thalassobacillus cyri,Thalassobacillus,cyri,1,kanamycin
,,,,,,,,1,tobramycin
1393,"18 OM, 18OM","DSM 22784, CECT 7566, JCM 16412",1,1,Thalassobacillus pellis,Thalassobacillus,pellis,1,kanamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,neomycin
,,,,,,,,1,penicillin g
141073,HSF7,"KCTC 42651, MCCC 1K01158",1,1,Thalassobaculum fulvum,Thalassobaculum,fulvum,1,amikacin
,,,,,,,,1,cephradine
,,,,,,,,1,co-trimoxazole
,,,,,,,,1,doxycycline
,,,,,,,,1,erythromycin
,,,,,,,,1,furazolidone
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,minocycline
,,,,,,,,1,nalidixic acid
140871,MME-075,"KCCM 43143, JCM 30758",1,1,Thalassobius litorarius,Thalassobius,litorarius,1,lincomycin
159743,G27,"MCC 3411, CGMCC 1.15772, KCTC 33941, KCTC 43224",1,1,Thalassorhabdus alkalitolerans,Thalassorhabdus,alkalitolerans,1,Amikacin
,,,,,,,,1,ampicillin
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
158591,RZG4-3-1,"JCM 31894, KCTC 52745, MCCC 1K03276",1,1,Thalassotalea atypica,Thalassotalea,atypica,1,ceftazidime
,,,,,,,,1,clindamycin
,,,,,,,,1,doxycycline
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,midecamycin
,,,,,,,,1,neomycin
,,,,,,,,1,norfloxacin
,,,,,,,,1,ofloxacin
,,,,,,,,1,oxacillin
133279,Eup-16,"BCRC 80910, LMG 29001, KCTC 42743",1,1,Thalassotalea euphylliae,Thalassotalea,euphylliae,1,kanamycin
,,,,,,,,1,streptomycin
158713,JDTF-40,"KACC 19433, KCTC 62186, NBRC 113040",1,1,Thalassotalea insulae,Thalassotalea,insulae,1,ampicillin
,,,,,,,,1,penicillin g
,,,,,,,,1,streptomycin
140542,HMF4135,"KCTC 52154, NBRC 112672",1,1,Thalassotalea litorea,Thalassotalea,litorea,1,kanamycin
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
,,,,,,,,1,vancomycin
133172,CL-22,"LMG 24827, BCRC 17940",1,1,Thalassotalea montiporae,Thalassotalea,montiporae,1,nalidixic acid
140797,,"KACC 18563, CGMCC 1.15922, YM 155",1,1,Thalassotalea profundi,Thalassotalea,profundi,1,ampicillin
,,,,,,,,1,bacitracin
,,,,,,,,1,doxycycline
,,,,,,,,1,erythromycin
,,,,,,,,1,penicillin g
,,,,,,,,1,rifampicin
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
13920,3CB-1,"DSM 18012, ATCC 700723, CIP 107679, KCTC 12933",1,1,Thauera chlorobenzoica,Thauera,chlorobenzoica,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
13913,47Lol,"DSM 12138, CCUG 41526, JCM 21573, CIP 105981, IAM 15112",1,1,Thauera linaloolentis,Thauera,linaloolentis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
13916,TL1,"CCUG 48884, CIP 106978, ATCC 700857, DSM 12266",1,1,Thauera mechernichensis,Thauera,mechernichensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
13914,58Eu,"CCUG 41527, DSM 12139, CIP 105982",1,1,Thauera terpenica,Thauera,terpenica,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
132428,1633,"DSM 22663, VKM B-2946",1,1,Thermogladius calderae,Thermogladius,calderae,1,chloramphenicol
,,,,,,,,1,kanamycin
,,,,,,,,1,penicillin
140842,F4,"NBRC 111777, BCCM/LMG 29329",1,1,Thermosporothrix narukonensis,Thermosporothrix,narukonensis,1,bacitracin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
132628,,"DSM 100274, JCM 30760, MAS 2",1,1,Thiomicrorhabdus hydrogeniphila,Thiomicrorhabdus,hydrogeniphila,1,vancomycin
167789,13-15A,"KCTC 15750, MCCC 1A13986",1,1,Thiomicrorhabdus indica,Thiomicrorhabdus,indica,1,streptomycin
140939,Z8,"CGMCC 1.12944, JCM 30358",1,1,Tianweitania sediminis,Tianweitania,sediminis,1,clindamycin
,,,,,,,,1,gentamicin
,,,,,,,,1,neomycin
,,,,,,,,1,oxacillin
,,,,,,,,1,polymyxin b
135528,,"CIP 108080, IAM 14872, JCM 21370, CGMCC 1.7686, NBRC 102134, TISTR 1108",1,1,Tistrella mobilis,Tistrella,mobilis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
14324,H1,"DSM 7334, ATCC 51460",1,1,Gracilinema caldarium,Gracilinema,caldarium,1,rifampicin
166125,LMIT003,"CICC 24660, KCTC 62895",1,1,Tropicibacter alexandrii,Tropicibacter,alexandrii,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cephalothin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,clindamycin
,,,,,,,,1,cloxacillin
,,,,,,,,1,erythromycin
,,,,,,,,1,kanamycin
,,,,,,,,1,novobiocin
,,,,,,,,1,penicillin g
17085,RQ-24,"DSM 17093, CIP 108686, LMG 22925",1,1,Truepera radiovictrix,Truepera,radiovictrix,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
17099,D-771,"DSM 44067, ATCC 700082, JCM 10110, CCUG 35731, CIP 104790, IFM 0808, KCTC 9866, PCM 2577, IMMIB D-771",1,1,Tsukamurella inchonensis,Tsukamurella,inchonensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
17105,32-92,"DSM 44573, ATCC BAA-173, CCUG 57107, KCTC 19178, JCM 11487, CIP 107755, IFM 10184",1,1,Tsukamurella strandjordii,Tsukamurella,strandjordii,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
140719,P12,"LMG 29571, VKM B-3044",1,1,Tundrisphaera lichenicola,Tundrisphaera,lichenicola,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,lincomycin
,,,,,,,,1,novobiocin
,,,,,,,,1,streptomycin
157132,MBLW1,"CCUG 69661, DSM 105045",1,1,Tuwongella immobilis,Tuwongella,immobilis,1,ampicillin
,,,,,,,,1,gentamicin
,,,,,,,,1,streptomycin
133283,KBP-13,"BCRC 80903, LMG 28837, KCTC 42655",1,1,Uliginosibacterium paludis,Uliginosibacterium,paludis,1,penicillin g
,,,,,,,,1,rifampicin
158641,M1-21,"KACC 19271, JCM 32000",1,1,Uliginosibacterium sediminicola,Uliginosibacterium,sediminicola,1,penicillin g
140996,SCTF-16,"KCTC 52628, NBRC 112760, DSM 112598",1,1,Umboniibacter caenipelagi,Umboniibacter,caenipelagi,1,ampicillin
,,,,,,,,1,cefalotin
,,,,,,,,1,lincomycin
,,,,,,,,1,penicillin g
141056,Jun-67,"CCTCC AB 2015162, KCTC 42986",1,1,Undibacterium arcticum,Undibacterium,arcticum,1,cephalexin
,,,,,,,,1,clindamycin
,,,,,,,,1,gentamicin
,,,,,,,,1,neomycin
,,,,,,,,1,vancomycin
166364,,"DSM 45377, KCTC 49228, CGMCC 1.13844, YIM 75000",1,1,Vallicoccus soli,Vallicoccus,soli,1,amikacin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,lincomycin
,,,,,,,,1,neomycin
,,,,,,,,1,netilmycin
,,,,,,,,1,norfloxacin
,,,,,,,,1,rifampicin
,,,,,,,,1,tobramycin
3018,,"DSM 25185, CCUG 52469, KCTC 12583, LMG 23392, Gsoil 3165",1,1,Variovorax ginsengisoli,Variovorax,ginsengisoli,1,ampicillin
,,,,,,,,1,gentamicin
,,,,,,,,1,lincomycin
,,,,,,,,1,novobiocin
136700,"strain 22/08/02-B-4313, AIP269.02","CIP 107810, CCUG 65427, DSM 111052, LMG 28162, ADV 4313.2",1,1,Veillonella seminalis,Veillonella,seminalis,1,metronidazole
141060,CV58,"NCIMB 15011, DSM 100910",1,1,Ventosimonas gracilis,Ventosimonas,gracilis,1,aztreonam
,,,,,,,,1,lincomycin
,,,,,,,,1,rifamycin sv
,,,,,,,,1,troleandomycin
,,,,,,,,1,vancomycin
166140,E4404,"MCCC 1H00197, KCTC 52890",1,1,Vibrio albus,Vibrio,albus,1,acetylspiramycin
,,,,,,,,1,vancomycin
17288,"91 19-82, B3215","NCTC 13120, CIP 102972, KCTC 2731, DSM 19622, ATCC 35016, CCUG 37301, CDC B3215, LMG 7910, CCUG 15269",1,1,Vibrio furnissii,Vibrio,furnissii,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
17295,369,"DSM 16217, CECT 5869, CCUG 50742, CIP 108539",1,1,Vibrio ponticus,Vibrio,ponticus,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
17275,,"DSM 30189, ATCC 15338, CIP 73.06, IFO 13287, NBRC 13287, NCMB 1326, CCUG 20302, LMG 3772, CIP 710, JCM 21193, CCEB 710, CGMCC 1.8871, IAM 14410, NCIMB 1326, CIP 102892",1,1,Vibrio proteolyticus,Vibrio,proteolyticus,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
17293,VR1,"DSM 16370, CCRC 17186, JCM 11486, BCRC 17186, CIP 107960",1,1,Vibrio ruber,Vibrio,ruber,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
173609,A089,"CIP 105211, CECT 4638",1,1,Vibrio scophthalmi,Vibrio,scophthalmi,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
17304,"STD3-1071, R-15052, R129","DSM 17185, CAIM 467, CIP 108271, KCTC 12703, LMG 21346, KCTC 12122",1,1,Vibrio xuii,Vibrio,xuii,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
132582,Ac_5_C6,"DSM 29464, LMG 29035",1,1,Vicinamibacter silvestris,Vicinamibacter,silvestris,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,tetracycline
158739,P2-C2,"CGMCC 1.16138, NBRC 113014",1,1,Virgibacillus indicus,Virgibacillus,indicus,1,ciprofloxacin
,,,,,,,,1,erythromycin
,,,,,,,,1,lincomycin
,,,,,,,,1,streptomycin
1488,YIM-kkny16,"DSM 17056, CGMCC 1.6298, JCM 16510",1,1,Virgibacillus kekensis,Virgibacillus,kekensis,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,streptomycin
1477,123,"DSM 12325, ATCC 700626, CECT 5066, CIP 105609",1,1,Virgibacillus marismortui,Virgibacillus,marismortui,1,nalidixic acid
,,,,,,,,1,neomycin
,,,,,,,,1,novobiocin
,,,,,,,,1,rifampicin
1485,"E30 8, E<SUB>3</SUB><SUB>0</SUB> 8","DSM 18098, JCM 30551, LMG 23503, CECT 7163",1,1,Virgibacillus olivae,Virgibacillus,olivae,1,amikacin
,,,,,,,,1,clindamycin
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
159776,P3-H5,"CGMCC 1.16139, NBRC 113015",1,1,Virgibacillus profundi,Virgibacillus,profundi,1,erythromycin
,,,,,,,,1,kanamycin
,,,,,,,,1,lincomycin
,,,,,,,,1,streptomycin
1476,C-20Mo,"DSM 11483, ATCC 700290, CCM 4646, JCM 30552, CCUG 52350, CIP 105608, KACC 10867, KACC 14582, KCTC 3704, KCTC 3844, LMG 21520",1,1,Virgibacillus salexigens,Virgibacillus,salexigens,1,erythromycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,polymyxin
1489,,"DSM 19797, CCTCC AA 207023, KCTC 13193, YIM kkny3",1,1,Virgibacillus sediminis,Virgibacillus,sediminis,1,ampicillin
,,,,,,,,1,gentamicin
,,,,,,,,1,nalidixic acid
8036,Yu 438-5,"DSM 44794, CCUG 46559, CIP 107212, IFO 16421, JCM 11002, KCTC 13916, NBRC 16421, BCRC 16331, CGMCC 4.5555",1,1,Virgisporangium aurantiacum,Virgisporangium,aurantiacum,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
8035,Yu-655-43,"DSM 44793, CCUG 46558, CIP 107213, IFO 16418, JCM 11001, KCTC 13915, NBRC 16418, BCRC 16330, CGMCC 4.5561, ATCC BAA-484",1,1,Virgisporangium ochraceum,Virgisporangium,ochraceum,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
140283,MCy10943,"DSM 102952, NCCB 100600",1,1,Vitiosangium cumulatum,Vitiosangium,cumulatum,1,ampicillin
,,,,,,,,1,bacitracin
,,,,,,,,1,cephalothin
,,,,,,,,1,gentamicin
,,,,,,,,1,hygromycin
,,,,,,,,1,kanamycin
,,,,,,,,1,kasugamycin
,,,,,,,,1,neomycin
,,,,,,,,1,polymyxin
,,,,,,,,1,spectinomycin
140282,MCy10944,"DSM 102953, NCCB 100601",1,1,Vitiosangium subalbum,Vitiosangium,subalbum,1,ampicillin
,,,,,,,,1,gentamicin
,,,,,,,,1,hygromycin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
2000,"335, R-10-e","DSM 531, ATCC 17697, CCUG 1776, LMG 1199, IMET 10383, JCM 11282, BCRC 17389, CECT 4634, CIP 104763, IAM 12368, IAM 13533, ICPB 3984, JCM 20521, JCM 20893, KACC 10467, KACC 10791, NBRC 102504, NCIMB 11842, NRRL B-14690, NRRL B-4383, JCM 9691",1,1,Wautersia eutropha,Wautersia,eutropha,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
6857,II-I-59,"DSM 15878, CCUG 41967, LMG 17699, CIP 107376, KCTC 3807, JCM 12495, NBRC 106073, KCTC 3817",1,1,Weissella cibaria,Weissella,cibaria,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
6844,548-D,"DSM 20196, ATCC 10881, NCDO 1586, NCIB 9311, CCUG 30113, JCM 1093, BCRC 14002, CECT 4707, CIP 103172, LMG 9497, NBRC 106469, NCIMB 9311, NRIC 0207, NRRL B-1064, VTT E-90393",1,1,Weissella confusa,Weissella,confusa,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
6845,G1,"CCUG 33457, LMG 9469, DSM 20190, ATCC 35410, JCM 1114, BCRC 14050, CECT 573, CGMCC 1.2440, CIP 103005, NCIMB 702781, NRIC 1627, VTT E-98965",1,1,Weissella halotolerans,Weissella,halotolerans,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
6846,"L250, L 250","DSM 20593, ATCC 51149, NCFB 2753, CCUG 32237, JCM 5817, BCRC 14624, CECT 4307, CGMCC 1.2474, CIP 102809, LMG 14471, LMG 18979, LMG 9481, NCIMB 702753, NRIC 1628, NCDO 2753",1,1,Weissella kandleri,Weissella,kandleri,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
6854,S-5623,"DSM 15830, CCUG 47134, CIP 107634, JCM 11263, KCCM 41516, KCTC 3621",1,1,Weissella koreensis,Weissella,koreensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
6847,3,"CCUG 30668, DSM 20014, ATCC 35412, JCM 1168, BCRC 14049, CECT 572, CIP 102978, KCTC 3604, LMG 9847, NCFB 1973, NCIMB 702780, NRIC 1625, NCDO 1973",1,1,Weissella minor,Weissella,minor,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
6855,FS61-1,"DSM 15832, HSCC 1412, JCM 10695, NRIC 0298, TISTR 1384, CCUG 46557, CIP 106751, KCTC 3751, PCU 210, NBRC 109621",1,1,Weissella thailandensis,Weissella,thailandensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
133111,B138,"CBMAI 1094, DSM 46676",1,1,Williamsia spongiae,Williamsia,spongiae,1,nalidixic acid
,,,,,,,,1,novobiocin
,,,,,,,,1,penicillin g
140712,SFD31,"KCTC 52348, JCM 31798",1,1,Winogradskyella flava,Winogradskyella,flava,1,amikacin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,penicillin
,,,,,,,,1,streptomycin
140799,,"KCTC 42189, CECT 8979, HME 9613",1,1,Winogradskyella maritima,Winogradskyella,maritima,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
