ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,"Colony size"
170937,SHSM-M6,"KACC 19901, NBRC 113646",1,1,"Shewanella salipaludis",Shewanella,salipaludis,1-2
132403,,"DSM 100673, JCM 30900, JAMH 043",1,1,"Shimia abyssi",Shimia,abyssi,1-2
159722,AH-1,"KCTC 52677, CCTCC AB 2017242",1,1,"Shinella pollutisoli",Shinella,pollutisoli,1-2
164126,SA-279,"JCM 31761, DSM 29840",1,1,"Siculibacillus lacustris",Siculibacillus,lacustris,1-2
140724,M23,"KCTC 52219, JCM 31889",1,1,"Silanimonas algicola",Silanimonas,algicola,1-2
133213,KC90B,"DSM 103371, RCC 4681",1,1,"Silicimonas algicola",Silicimonas,algicola,0.3-1.0
140357,MWH-Nonnen-W8red,"DSM 23856, CCUG 58639",1,1,"Silvanigrella aquatica",Silvanigrella,aquatica,5
1220,R-6540,"DSM 16013, CIP 108820, LMG 22081",1,1,"Siminovitchia farraginis",Siminovitchia,farraginis,1
1221,R-7190,"DSM 16014, CIP 108821, LMG 22080",1,1,"Siminovitchia fordii",Siminovitchia,fordii,2
1219,R-6514,"DSM 16012, CIP 108822, LMG 22079",1,1,"Siminovitchia fortis",Siminovitchia,fortis,1
158734,CA-16,"KEMB 9005-529, KACC 19107, NBRC 112689",1,1,"Simplicispira soli",Simplicispira,soli,2-3
11943,MOB10,"DSM 18658, ATCC BAA-1392, VKM B-2454",1,1,"Singulisphaera acidiphila",Singulisphaera,acidiphila,2-4
166533,GH1-24,"CTC 52846, NBRC 113276",1,1,"Sneathiella limimaris",Sneathiella,limimaris,0.5-1.2
133315,Bsw-2b,"IBRC-M10915, LMG 28547",1,1,"Soortia roseihalophila",Soortia,roseihalophila,1.0-2.0
14090,"S 6022","DSM 20745, ATCC 49802",1,1,"Sphaerobacter thermophilus",Sphaerobacter,thermophilus,1-2
133270,YLT33,"CCTCC AB 2015150, KCTC 42644",1,1,"Sphingoaurantiacus capsulatus",Sphingoaurantiacus,capsulatus,0.5-1.0
,,,,,,,,0.5-1.1
158203,"MC 3718","DSM 107189, CCTCCAB 2014274, LMG 28636",1,1,"Sphingoaurantiacus polygranulatus",Sphingoaurantiacus,polygranulatus,1-2
140595,Y3L14,"CGMCC 1.15782, KCTC 52379",1,1,"Sphingobacterium alkalisoli",Sphingobacterium,alkalisoli,3-4
158691,YK2,"MTCC 12631, KCTC 52685, JCM 31951",1,1,"Sphingobacterium bovisgrunnientis",Sphingobacterium,bovisgrunnientis,2-3
133096,R-53603,"DSM 102028, LMG 28764",1,1,"Sphingobacterium cellulitidis",Sphingobacterium,cellulitidis,0.5
133248,DH-5,"ACCC 19856, KCTC 42746",1,1,"Sphingobacterium chuzhouense",Sphingobacterium,chuzhouense,1.0-2.0
140793,23D10-4-9,"CFCC 12640, KCTC 42248, CFCC 12460",1,1,"Sphingobacterium corticis",Sphingobacterium,corticis,2
133193,GJ30-7,"KACC 18625, JCM 30948",1,1,"Sphingobacterium jejuense",Sphingobacterium,jejuense,0.5-1.5
140613,7Y-4,"CFCC 11742, KCTC 42247",1,1,"Sphingobacterium populi",Sphingobacterium,populi,1-2
158556,h337,"KCTC 52298, CCTCC AB 2017155",1,1,"Sphingobacterium tabacisoli",Sphingobacterium,tabacisoli,2-6
158612,Brt-F,"KEMB 9005-691, KACC 19392, JCM 32159",1,1,"Sphingobacterium terrae",Sphingobacterium,terrae,1-1.5
133127,CKTN2,"JCM 17858, KCTC 23708",1,1,"Sphingobacterium thermophilum",Sphingobacterium,thermophilum,2.0-3.3
139617,JM-1081,"CIP 110975, LMG 29191, CCM 8652, DSM 101567",1,1,"Sphingobacterium zeae",Sphingobacterium,zeae,2
169101,TLA-22,"BCRC 81097, LMG 30309, KCTC 62189T, KCTC 62189",1,1,"Sphingobium algorifonticola",Sphingobium,algorifonticola,0.5-1.0
168518,CHR27,"KCTC 62510, BCRC 81121, LMG 30596",1,1,"Sphingobium fluviale",Sphingobium,fluviale,0.4-0.8
159873,,"KCTC 62233, NBRC 113094, CAU 1457",1,1,"Sphingomicrobium arenosum",Sphingomicrobium,arenosum,0.5
158557,HKS-06,"KACC 18880, LMG 29563",1,1,"Sphingomonas agri",Sphingomonas,agri,0.5-1.2
140794,200,"CCTCC AB 2016064, KCTC 52488, CCTCC AB 201664, CIP 111604",1,1,"Sphingomonas antarctica",Sphingomonas,antarctica,1-2
133407,W1-2-1,"KACC 18309, LMG 28596",1,1,"Sphingomonas aquatica",Sphingomonas,aquatica,1-2
166236,WZY27,"KCTC 62523, CCTCC AB 2018056",1,1,"Sphingomonas aracearum",Sphingomonas,aracearum,1.0-3.0
141164,L9-754,"DSM 27347, KACC 17595",1,1,"Sphingomonas carotinifaciens",Sphingomonas,carotinifaciens,1.1-1.4
158581,CC-MHH0539,"BCRC 80933, JCM 31229",1,1,"Sphingomonas colocasiae",Sphingomonas,colocasiae,2-3
166537,CCP-7,"BCRC 81096, LMG 30311, KCTC 62190",1,1,"Sphingomonas crocodyli",Sphingomonas,crocodyli,1.8-2.2
141166,1PNM-26,"GDMCC 1.664, KCTC 42758, DSM 27573",1,1,"Sphingomonas difficilis",Sphingomonas,difficilis,1-2
164248,DAC4,"JCM 32377, KCTC 62107",1,1,"Sphingomonas edaphi",Sphingomonas,edaphi,0.5-1.0
166214,ZLT-5,"CCTCC AB 2018188, KCTC 62840",1,1,"Sphingomonas flavalba",Sphingomonas,flavalba,1-2
140795,KER25-10,"KACC 19285, JCM 32053",1,1,"Sphingomonas frigidaeris",Sphingomonas,frigidaeris,0.2-0.4
166381,"Strain S6-262, S6-262","DSM 27346, KACC 17594",1,1,"Sphingomonas gellani",Sphingomonas,gellani,0.6-1.1
166267,ZDH117,"KCTC 62894, CCTCCAB 2018262",1,1,"Sphingomonas gilva",Sphingomonas,gilva,0.8-1.0
166217,HMF7854,"KCTC 62461, NBRC 113337",1,1,"Sphingomonas ginkgonis",Sphingomonas,ginkgonis,0.5-0.7
140999,SN6-9,"KCTC 52405, NRRL B-65395",1,1,"Sphingomonas gotjawalisoli",Sphingomonas,gotjawalisoli,1-2
141165,S5-249,"DSM 27345, KACC 17593",1,1,"Sphingomonas jatrophae",Sphingomonas,jatrophae,1.1-1.4
166148,1PNM-20,"GDMCC 1.660, DSM 27572, GIMCC 1.660",1,1,"Sphingomonas lenta",Sphingomonas,lenta,1.0-2.0
140978,03SUJ6,"KCTC 23331, JCM 17543",1,1,"Sphingomonas limnosediminicola",Sphingomonas,limnosediminicola,1.5-2.0
133300,JS5,"KCTC 23642, JCM 18309, CCTCC AB 2017135",1,1,"Sphingomonas lutea",Sphingomonas,lutea,0.5-1.0
140852,9O-5,"CGMCC 1.15330, KCTC 42759",1,1,"Sphingomonas metalli",Sphingomonas,metalli,1-2
133230,DKC-5-1,"KEMB 9005-380, KACC 18716, JCM 31294",1,1,"Sphingomonas naphthae",Sphingomonas,naphthae,0.5-1.0
140698,K-1-16,"KEMB 9005-450, KACC 19002, JCM 31674",1,1,"Sphingomonas olei",Sphingomonas,olei,0.7-1.3
159769,FW-11,"LMG 29274, HAMBI 3659",1,1,"Sphingomonas oleivorans",Sphingomonas,oleivorans,0.5-1.2
166278,YZ-8,"CCTCC AB 2017137, LMG 31027",1,1,"Sphingomonas paeninsulae",Sphingomonas,paeninsulae,1-2
140979,WM95,"KACC 18738, JCM 31399",1,1,"Sphingomonas palustris",Sphingomonas,palustris,0.8-1.0
166296,17J27-24,"KCTC 62208, JCM 3896",1,1,"Sphingomonas parva",Sphingomonas,parva,3
133291,LYH-20,"BCRC 80911, LMG 29002, KCTC 42741",1,1,"Sphingomonas piscinae",Sphingomonas,piscinae,0.5-1.7
140320,9NM-10,"DSM 27571, GDMCC 1.657",1,1,"Sphingomonas spermidinifaciens",Sphingomonas,spermidinifaciens,1-2
159719,X1-8,"KCTC 62032, CGMCC 1.16275",1,1,"Sphingomonas tabacisoli",Sphingomonas,tabacisoli,2-3
157911,MCT13,"DSM 105457, BAC RE RSCIC 7",1,1,"Sphingomonas turrisvirgatae",Sphingomonas,turrisvirgatae,1-2
140477,R366,"KEMB 9005-451, KACC 19003, JCM 31675",1,1,"Sphingopyxis solisilvae",Sphingopyxis,solisilvae,0.5-0.8
168535,D-2Q-5-6,"MCCC 1A06070, KCTC 52311",1,1,"Sphingorhabdus soli",Sphingorhabdus,soli,1-2
164339,FM6,"JCM 32714, MCCC 1K03501",1,1,"Sphingosinithalassobacter portus",Sphingosinithalassobacter,portus,0.5-2.0
141001,SP30,"CECT 9238, LMG 30005",1,1,"Spiribacter roseus",Spiribacter,roseus,0.5-1.0
133180,,"SSL 50, CECT 9117, IBRC-M 11076",1,1,"Spiribacter roseus",Spiribacter,roseus,0.5-1.0
166363,BT328,"KCTC 72365, NBRC 114506",1,1,"Spirosoma aureum",Spirosoma,aureum,2
158545,15J8-5,"KCTC 52027, JCM 31992",1,1,"Spirosoma koreense",Spirosoma,koreense,1-2
158419,HA7,"DSM 105799, LMG 30282",1,1,"Spirosoma pollinicola",Spirosoma,pollinicola,3-6
133174,SPT1,"JCM 31012, BCRC 80916",1,1,"Spongiibacter taiwanensis",Spongiibacter,taiwanensis,1.0-2.0
140530,MK21-7,"NBRC 111517, LMG 29111, TISTR 2466",1,1,"Sporolactobacillus shoreicorticis",Sporolactobacillus,shoreicorticis,1-2
140528,LZ2,"KACC 18822, MCCC 1K03174",1,1,"Sporosarcina terrae",Sporosarcina,terrae,1-2
166515,THS-13,"BCRC 81158, LMG 30925, KCTC 62868",1,1,"Stagnimonas aquatica",Stagnimonas,aquatica,0.7-1.0
158594,,"KEMB 9005-324, JCM 31498, Yeonmyeong 1-13",1,1,"Stakelama algicida",Stakelama,algicida,1-1.2
158429,NW1,"DSM 105366, NCTC 13950",1,1,"Staphylococcus cornubiensis",Staphylococcus,cornubiensis,2-3
159066,,"DSM 105892, SDB 2975, CECT 9737",1,1,"Staphylococcus debuckii",Staphylococcus,debuckii,1-2
166184,S04009,"DSM 107950, CCUG 72763, NCTC 14184",1,1,"Staphylococcus pseudoxylosus",Staphylococcus,pseudoxylosus,2
158479,,"DSM 106793, CGMCC 1.15879, SCSIO 07575",1,1,"Staphylospora marina",Staphylospora,marina,7
64,,"DSM 5900, ATCC 43930, AUCM B-1137, BKM B-1137, DSM 3698, VKM B-1137",1,1,"Stella humosa",Stella,humosa,2.5
65,,"DSM 5901, ATCC 43931, AUCM B-1552, BKM B-1552, DSM 3699, VKM B-1552",1,1,"Stella vacuolata",Stella,vacuolata,2.5
166485,GT1R17,"CGMCC 1.16137, NBRC 113346",1,1,"Stenotrophobium rhamnosiphilum",Stenotrophobium,rhamnosiphilum,1
166347,TPQG1-4,"CFCC 15341, LMG 31208",1,1,"Stenotrophomonas cyclobalanopsidis",Stenotrophomonas,cyclobalanopsidis,1.0-2.0
132487,OGS16,"DSM 101843, JCM 31098, CIP 110950",1,1,"Streptobacillus ratti",Streptobacillus,ratti,0.1-0.4
157075,12-5202,"CCUG 69378, DSM 103678",1,1,"Streptococcus azizii",Streptococcus,azizii,1
157063,,"CCUG 69277, LMG 29747",1,1,"Streptococcus bovimastitidis",Streptococcus,bovimastitidis,1
156938,,"CECT 8872, CCUG 67170",1,1,"Streptococcus caprae",Streptococcus,caprae,0.75-1.0
140263,,"DSM 102819, TISTR 2371, Cavy grass 6",1,1,"Streptococcus caviae",Streptococcus,caviae,1-2
133152,,"DSM 27381, JCM 19284, NUM 2404",1,1,"Streptococcus dentiloxodontae",Streptococcus,dentiloxodontae,0.75-1.0
133156,HTS9,"DSM 101996, CGMCC 1.15532",1,1,"Streptococcus halotolerans",Streptococcus,halotolerans,0.6-1.0
160198,28462,"DSM 107951, CCUG 72762, NCTC 14183, DSM 107591",1,1,"Streptococcus hillyeri",Streptococcus,hillyeri,1
133338,HTS2,"DSM 101997, CGMCC 1.15533",1,1,"Streptococcus himalayensis",Streptococcus,himalayensis,0.5-1.0
133203,HTS5,"DSM 101995, CGMCC 1.15534",1,1,"Streptococcus marmotae",Streptococcus,marmotae,0.5-1.0
140138,M8,"CCUG 70868, DSM 100101, JCM 30719",1,1,"Streptococcus oricebi",Streptococcus,oricebi,0.6-0.9
157127,,"CCUG 69612, CECT 9179",1,1,"Streptococcus ovuberis",Streptococcus,ovuberis,0.75-1
140230,"TA 26, TA26","DSM 102135, CGMCC 1.15667",1,1,"Streptococcus pantholopis",Streptococcus,pantholopis,0.75-1.00
158794,,"CECT 8596, DSM 26545, CAIM 1838, CIP 111643",1,1,"Streptococcus penaeicida",Streptococcus,penaeicida,0.75-1.0
158414,HTS25,"DSM 101998, CGMCC 1.15531",1,1,"Streptococcus respiraculi",Streptococcus,respiraculi,0.5-1
140411,GUT-187,"DSM 104980, JCM 31869",1,1,"Streptococcus ruminantium",Streptococcus,ruminantium,0.5-1
15209,145,"DSM 43154, ATCC 19345, JCM 3101, KCC A-0101, RIA 884, BCRC 12344, CBS 639.66, CGMCC 4.1909, CMI 117720, IFO 12999, NBRC 12999, NCIMB 11004, NRRL B-3856",1,1,"Streptomyces fumigatiscleroticus",Streptomyces,fumigatiscleroticus,1.0-2.0
158202,SM1214,"DSM 107948, CCTCC AB 2014245, JCM 30334",1,1,"Subsaxibacter arcticus",Subsaxibacter,arcticus,0.5-1.5
133103,9583b,"DSM 103962, CGMCC 1.12976, KCTC 33586, JCM 33410",1,1,"Subtercola lobariae",Subtercola,lobariae,3-5
103,SE10,"DSM 9236",1,1,"Succiniclasticum ruminis",Succiniclasticum,ruminis,0.5
166482,ZY16052,"CCTCC AB 2017017, DSM 105755",1,1,"Suicoccus acidiformans",Suicoccus,acidiformans,0.4-0.8
133158,S5-53,"JCM 31093, LMG 29156",1,1,"Sulfitobacter faviae",Sulfitobacter,faviae,0.5-1.0
166231,HSMS-29,"KACC 19870, NBRC 113549",1,1,"Sulfitobacter sabulilitoris",Sulfitobacter,sabulilitoris,0.5-1
170934,JBTF-M27,"KACC 21648, NBRC 114356",1,1,"Sulfitobacter sediminilitoris",Sulfitobacter,sediminilitoris,0.5-1.0
140590,HS-1,"InaCC Ar79, JCM 31740",1,1,"Sulfodiicoccus acidiphilus",Sulfodiicoccus,acidiphilus,0.5-1.5
158817,KD-1,"JCM 32117, InaCC Ar81",1,1,"Sulfurisphaera javensis",Sulfurisphaera,javensis,1.0-1.3
1081,RSH,"DSM 6307, ATCC 51227, CCM 4369, IFO 15565, NBRC 15565, JCM 12300, CGMCC 1.3671, CIP 104587, HAMBI 2098, KCTC 3572, LMG 16678, VTT E-011772",1,1,"Sutcliffiella cohnii",Sutcliffiella,cohnii,1-2
158440,6FBBBH3,"DSM 106861, JCM 32470",1,1,"Sutterella megalosphaeroides",Sutterella,megalosphaeroides,0.5-1
140718,BW11-2,"CICC 24196, JCM 31924",1,1,"Swionibacillus sediminis",Swionibacillus,sediminis,0.75-1
140615,MM-8,"NBRC 112238, KCTC 52209",1,1,"Taeania maliponensis",Taeania,maliponensis,0.2-0.5
140937,TT1,"JCM 18659, BCRC 80493",1,1,"Tagaea marina",Tagaea,marina,3-5
166479,UJ94,"KCTC 62451, NBRC 113234",1,1,"Tamlana carrageenivorans",Tamlana,carrageenivorans,1-2
140,TPB6017,"DSM 23630, VKM B-2570",1,1,"Telmatobacter bradus",Telmatobacter,bradus,0.3-1.5
158558,JDTF-79,"KCTC 52980, NBRC 112903",1,1,"Tenacibaculum aestuariivivum",Tenacibaculum,aestuariivivum,1-1.5
141110,HZ1,"MCCC 1H00174, KCTC 52476",1,1,"Tenacibaculum agarivorans",Tenacibaculum,agarivorans,1.0-2.0
140910,RSS1-6,"KCTC 42702, NBRC 111225",1,1,"Tenacibaculum ascidiaceicola",Tenacibaculum,ascidiaceicola,0.3-0.5
140709,RA3-2,"KCTC 52419, NBRC 112382",1,1,"Tenacibaculum haliotis",Tenacibaculum,haliotis,1.5-2
158587,JDTF-31,"KCTC 52749, NBRC 112783",1,1,"Tenacibaculum insulae",Tenacibaculum,insulae,0.5-1
5651,"R-2, R2","DSM 17995, ATCC 43398, IAM 14317, IFO 15946, NBRC 15946, NCIMB 2154, CCUG 35198, LMG 11612, CIP 103528",1,1,"Tenacibaculum maritimum",Tenacibaculum,maritimum,5
140830,YKTF-3,"KCTC 52210, NBRC 111991",1,1,"Tenacibaculum sediminilitoris",Tenacibaculum,sediminilitoris,1-1.5
166323,TLL-A2,"DSM 106434, KCTC 62393",1,1,"Tenacibaculum singaporense",Tenacibaculum,singaporense,10-15
158792,LPB0136,"KACC 18887, JCM 31564",1,1,"Tenacibaculum todarodis",Tenacibaculum,todarodis,0.5-1.5
132643,Z9,"DSM 103037, ATCC BAA-2644, JCM 31418",1,1,"Tepidibacillus decaturensis",Tepidibacillus,decaturensis,0.5-1.0
166324,B18-69,"CGMCC 1.13573, KCTC 62782",1,1,"Tepidiphilus baoligensis",Tepidiphilus,baoligensis,1-2
140870,B3,"KCTC 42652, CGMCC 1.15254",1,1,"Terasakiella brassicae",Terasakiella,brassicae,0.5-1
135,SP1PR4,"DSM 23119, ATCC BAA-1853",1,1,"Terriglobus saanensis",Terriglobus,saanensis,1.0
140911,NK26-11,"LMG 27803, TISTR 2241, PCU 335",1,1,"Terrilactibacillus laevilacticus",Terrilactibacillus,laevilacticus,1-1.4
133391,M1-33108,"CCTCC AB 2016103, KCTC 52448",1,1,"Terrimonas crocea",Terrimonas,crocea,1
133334,CR94,"KACC 17564, NCAIM B 025317",1,1,"Terrimonas rhizosphaerae",Terrimonas,rhizosphaerae,1.0-2.0
133304,36A,"KCTC 33776, CGMCC 1.15480",1,1,"Tersicoccus solisilvae",Tersicoccus,solisilvae,1.0-1.5
164455,JDX10,"JCM 33126, KCTC 49242, MCCC 1H00351",1,1,"Tessaracoccus antarcticus",Tessaracoccus,antarcticus,1.5-2.5
158783,NSG39,"KACC 17540, JCM 19289",1,1,"Tessaracoccus aquimaris",Tessaracoccus,aquimaris,0.5-1
132379,,"DSM 27597, CCTCC AB 2013217, YIM 101269, JCM 33580, DSM 27579",1,1,"Tessaracoccus rhinocerotis",Tessaracoccus,rhinocerotis,1-2
132402,ELNT2x,"DSM 28140, CCUG 65146",1,1,"Testudinibacter aquarius",Testudinibacter,aquarius,0.5-1
1392,HS286,"DSM 21635, CCM 7597, JCM 15722",1,1,"Thalassobacillus cyri",Thalassobacillus,cyri,2.0
1391,G-19.1,"DSM 16966, CCM 7282, CECT 7046, CIP 108959",1,1,"Thalassobacillus devorans",Thalassobacillus,devorans,1.0-2.0
1393,"18 OM, 18OM","DSM 22784, CECT 7566, JCM 16412",1,1,"Thalassobacillus pellis",Thalassobacillus,pellis,1.0-2.0
141073,HSF7,"KCTC 42651, MCCC 1K01158",1,1,"Thalassobaculum fulvum",Thalassobaculum,fulvum,1.0-2.0
140871,MME-075,"KCCM 43143, JCM 30758",1,1,"Thalassobius litorarius",Thalassobius,litorarius,1
167510,ISS155,"CECT 9533, LMG 31237, ISS 155",1,1,"Thalassocella blandensis",Thalassocella,blandensis,2-3
164142,WRAS1,"JCM 31873, CGMCC 1.16123, KCTC 52696, MCCC 1K03253",1,1,"Thalassococcus profundi",Thalassococcus,profundi,1-1.5
166506,BH-SD16,"CCTCC AB 2017073, KCTC 62201",1,1,"Thalassorhabdomicrobium marinisediminis",Thalassorhabdomicrobium,marinisediminis,0.5
133272,PB8B,"MCCC 1A01103, LMG 29620",1,1,"Thalassospira indica",Thalassospira,indica,1.0-2.0
159890,CSC3H3,"MCCC 1A11786, KCTC 62333",1,1,"Thalassospira marina",Thalassospira,marina,1-2
158591,RZG4-3-1,"JCM 31894, KCTC 52745, MCCC 1K03276",1,1,"Thalassotalea atypica",Thalassotalea,atypica,1-2
158584,,"BCRC 80967, LMG 29478, KCTC 52169, Eup a-8",1,1,"Thalassotalea coralli",Thalassotalea,coralli,1-2.2
140539,LPB0090,"KACC 18695, JCM 31189",1,1,"Thalassotalea crassostreae",Thalassotalea,crassostreae,1
133279,Eup-16,"BCRC 80910, LMG 29001, KCTC 42743",1,1,"Thalassotalea euphylliae",Thalassotalea,euphylliae,0.8-1.2
158713,JDTF-40,"KACC 19433, KCTC 62186, NBRC 113040",1,1,"Thalassotalea insulae",Thalassotalea,insulae,1.0-2.0
140542,HMF4135,"KCTC 52154, NBRC 112672",1,1,"Thalassotalea litorea",Thalassotalea,litorea,1.0-1.2
166266,ZS-4,"KCTC 72399, MCCC 1K03630",1,1,"Thalassotalea mangrovi",Thalassotalea,mangrovi,0.5-2.0
133172,CL-22,"LMG 24827, BCRC 17940",1,1,"Thalassotalea montiporae",Thalassotalea,montiporae,1.5-2.0
140797,,"KACC 18563, CGMCC 1.15922, YM 155",1,1,"Thalassotalea profundi",Thalassotalea,profundi,1-1.5
166272,D20,"MCCC 1H00305, KCTC 62586",1,1,"Pseudothauera lacus",Pseudothauera,lacus,1
18051,LX-11,"DSM 7097",1,1,"Thermoanaerobacterium xylanolyticum",Thermoanaerobacterium,xylanolyticum,2-5
140665,JAD2,"JCM 19131, CCTCC AB 2014030",1,1,"Thermoflexus hugenholtzii",Thermoflexus,hugenholtzii,0.2-0.3
140534,25B10_4,"MCCC 1A07302, LMG 29614",1,1,"Thioclava nitratireducens",Thioclava,nitratireducens,1-2
140939,Z8,"CGMCC 1.12944, JCM 30358",1,1,"Tianweitania sediminis",Tianweitania,sediminis,2
140319,CHPA,"DSM 103679, NCTC 13848",1,1,"Treponema rectale",Treponema,rectale,0.2
140273,Ru1,"DSM 103462, NCTC 13847",1,1,"Treponema ruminis",Treponema,ruminis,0.2-0.5
166476,DHOM06,"GDMCC 1.1280, LMG 30259",1,1,"Trinickia dinghuensis",Trinickia,dinghuensis,0.5-1.5
166475,7MK8-2,"GDMCC 1.1449, KCTC 62469",1,1,"Trinickia fusca",Trinickia,fusca,0.5-1.5
218,Murakami,"DSM 19515, ATCC BAA-1522, JCM 14813, CCUG 58417, CIP 110059, KCTC 15151",1,1,"Trueperella abortisuis",Trueperella,abortisuis,0.5-1.5
214,"GF 750, 89-0504","DSM 9152, CCUG 33419, CIP 104252, LCDC 89-0504, LMG 18721, ATCC 51727",1,1,"Trueperella bernardiae",Trueperella,bernardiae,0.5-1.5
216,"1W3/01, W3/01","DSM 17162, CIP 109229, NCTC 13354, CCUG 59862",1,1,"Trueperella bialowiezensis",Trueperella,bialowiezensis,0.5-1.5
217,"2W106/04, W106/04","CCUG 59861, DSM 17163, CIP 109232, NCTC 13355",1,1,"Trueperella bonasi",Trueperella,bonasi,0.5-1.5
212,"84, C-100, 84 (C.100)","DSM 20630, ATCC 19411, CCUG 13230, CIP 103129, LMG 16162, NCTC 5224",1,1,"Trueperella pyogenes",Trueperella,pyogenes,0.5-1.5
158628,HKU65,"JCM 31971, DSM 105036, CIP 111613",1,1,"Tsukamurella hominis",Tsukamurella,hominis,2
131576,HKU52,"DSM 100208, JCM 30715",1,1,"Tsukamurella hongkongensis",Tsukamurella,hongkongensis,2
158627,HKU63,"JCM 31969, DSM 105034, CIP 111612",1,1,"Tsukamurella ocularis",Tsukamurella,ocularis,2
132604,HKU54,"DSM 100915, JCM 31017",1,1,"Tsukamurella serpentis",Tsukamurella,serpentis,2
131578,HKU51,"DSM 100207, JCM 30714",1,1,"Tsukamurella sinensis",Tsukamurella,sinensis,2
140719,P12,"LMG 29571, VKM B-3044",1,1,"Tundrisphaera lichenicola",Tundrisphaera,lichenicola,1-2
133283,KBP-13,"BCRC 80903, LMG 28837, KCTC 42655",1,1,"Uliginosibacterium paludis",Uliginosibacterium,paludis,0.7-1.0
5658,,"DSM 16195, CCUG 47093, KCTC 12104, KMM 3912, CIP 108343",1,1,"Ulvibacter litoralis",Ulvibacter,litoralis,2-4
140996,SCTF-16,"KCTC 52628, NBRC 112760, DSM 112598",1,1,"Umboniibacter caenipelagi",Umboniibacter,caenipelagi,1.0-1.5
141168,KYPY9,"BCRC 81009, LMG 29730 KCTC 52442",1,1,"Undibacterium amnicola",Undibacterium,amnicola,1.0-2.0
141056,6-67,"CCTCC AB 2015162, KCTC 42986",1,1,"Undibacterium arcticum",Undibacterium,arcticum,0.5
157225,SS1994,"CCUG 70831, LMG 30164",1,1,"Vagococcus bubulae",Vagococcus,bubulae,1
133339,C25,"KEMB 562-002, JCM 31581",1,1,"Vagococcus humatus",Vagococcus,humatus,0.5-1.0
157226,SS1995,"CCUG 70832, LMG 30165",1,1,"Vagococcus vulneris",Vagococcus,vulneris,1
166364,,"DSM 45377, KCTC 49228, CGMCC 1.13844, YIM 75000",1,1,"Vallicoccus soli",Vallicoccus,soli,0.5-2.0
170907,502,"DSM 106862, CGMCC 1.16560",1,1,"Variovorax beijingensis",Variovorax,beijingensis,1-2
3018,,"DSM 25185, CCUG 52469, KCTC 12583, LMG 23392, Gsoil 3165",1,1,"Variovorax ginsengisoli",Variovorax,ginsengisoli,2.0-5.0
158785,"TSD-88, T11011-4","JCM 31738, ATCC TSD-88",1,1,"Veillonella infantium",Veillonella,infantium,0.5-2
166140,E4404,"MCCC 1H00197, KCTC 52890",1,1,"Vibrio albus",Vibrio,albus,1.5-2.0
132596,SA2,"DSM 29824, NBRC 111146",1,1,"Vibrio algivorus",Vibrio,algivorus,2-3
164332,,"JCM 32691, KCTC 62617, MCCC 1K03516, BEI 207",1,1,"Vibrio aquaticus",Vibrio,aquaticus,0.1-1.0
170904,THAF100,"DSM 109633, LMG 31434, CIP 111709",1,1,"Vibrio aquimaris",Vibrio,aquimaris,3
159312,"NFH.MBO10, NFH.MB010","DSM 107264, LMG 30656",1,1,"Vibrio echinoideorum",Vibrio,echinoideorum,1.5-2.0
158354,FJ201301,"DSM 104687, CGMCC 1.16099",1,1,"Vibrio fujianensis",Vibrio,fujianensis,1-2
132360,S2757,"DSM 100497, LMG 28895",1,1,"Vibrio galatheae",Vibrio,galatheae,2-4
139784,SZDIS-1,"DSM 104291, CGMCC 1.15236",1,1,"Vibrio gangliei",Vibrio,gangliei,2-2.5
164331,,"JCM 32690, KCTC 62616, MCCC 1K03515, BEI 176",1,1,"Vibrio ouci",Vibrio,ouci,0.1-1.0
166477,HBUAS61001,"GDMCC 1.1416, KCTC 62784",1,1,"Vibrio zhugei",Vibrio,zhugei,2-3
132582,Ac_5_C6,"DSM 29464, LMG 29035",1,1,"Vicinamibacter silvestris",Vicinamibacter,silvestris,1-2
158595,ANORD5,"NCIMB 15042, MTCC 12686, DSM 103558, CECT 30270",1,1,"Vicingus serpentipes",Vicingus,serpentipes,1-2
22931,J18,"DSM 26676, JCM 16994, KACC 14624",1,1,"Virgibacillus alimentarius",Virgibacillus,alimentarius,1.0-2.0
1487,,"DSM 19574, JCM 14839, HAL Hal1, HAL 1",1,1,"Virgibacillus arcticus",Virgibacillus,arcticus,2.0
1482,mccs2332,"DSM 14868, JCM 16508, LMG 20964, KCTC 3819, CIP 108266",1,1,"Virgibacillus carmonensis",Virgibacillus,carmonensis,0.5-1.0
1484,DSW-10,"DSM 16826, CIP 109001, KCTC 3933",1,1,"Virgibacillus dokdonensis",Virgibacillus,dokdonensis,3.0-5.0
158739,P2-C2,"CGMCC 1.16138, NBRC 113014",1,1,"Virgibacillus indicus",Virgibacillus,indicus,2-3
133313,NS3012,"KEMB 9001-125, JCM 16522, DSM 107337, NRIC 0768",1,1,"Virgibacillus jeotgali",Virgibacillus,jeotgali,0.5-1.0
140872,KN3-8-4,"JCM 30071, LMG 28282, TISTR 2279, PCU 345",1,1,"Virgibacillus kapii",Virgibacillus,kapii,1-2
1488,YIM-kkny16,"DSM 17056, CGMCC 1.6298, JCM 16510",1,1,"Virgibacillus kekensis",Virgibacillus,kekensis,2.0-3.0
