ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,Motility
13833,HD-43,"DSM 25294, CCUG 57754, KCTC 22690",1,1,Pseudoruegeria lutimaris,0
23793,DPTE4,"DSM 24744, CCM 7942, KCTC 15323",1,1,Pseudoscardovia suis,0
140617,FDZSB0410,"KCTC 52127, MCCC 1A01897",1,1,Pseudotenacibaculum haliotis,1
140607,,"KCTC 52190, NBRC 111989, DSM 108277, CAU 1312",1,1,Pseudothioclava arenosa,0
13736,F423,"DSM 16392, IAM 15084, KCTC 12308, NBRC 100514, JCM 21545",1,1,Pseudovibrio ascidiaceicola,1
23228,Ad2,"DSM 24994, NCIMB 14761",1,1,Pseudovibrio axinellae,1
13737,DN34,"DSM 17465, BCRC 17323, JCM 12308, CIP 108640, IAM 15184, NBRC 100825",1,1,Pseudovibrio denitrificans,1
13683,"LA33B, BAA-994","DSM 16456, ATCC BAA-994, CIP 108449",1,1,Pseudovibrio exalbescens,1
134242,,"IAM 15442, NCIMB 14279, KCTC 12861, WSF 2, JCM 23208",1,1,Pseudovibrio japonicus,1
141084,UST20140214-052,"KCTC 42384, MCCC 1K00452",1,1,Pseudovibrio stylochi,1
17442,"CC-CC4, CC-4","DSM 19599, CIP 109513, CCUG 54547, CC 4",1,1,Pseudoxanthobacter soli,1
17502,"B 1616/1, B1616/1","DSM 12573, ATCC BAA-10, CCUG 46890, CIP 107227, CCM 7337, NBRC 101013",1,1,Pseudoxanthomonas broegbernensis,1
17508,"TR6-08, 49.101","CCUG 55487, CIP 108710, DSM 17801, IAM 15115, KCTC 12207, JCM 21575, NBRC 101159",1,1,Pseudoxanthomonas daejeonensis,1
17511,DS-16,"DSM 21858, CIP 108839, KCTC 12543, CCUG 53910",1,1,Pseudoxanthomonas dokdonensis,0
,,,,,,1
133278,roo10,"BCC 70700, NBRC 110414",1,1,Pseudoxanthomonas helianthi,0
17505,3-Dec,"DSM 17109, CCUG 48231, CIP 107388, JCM 11525, AJ 13070",1,1,Pseudoxanthomonas japonensis,1
17509,JA40,"DSM 18571, ATCC BAA-1031, CIP 108476, CCUG 55486",1,1,Pseudoxanthomonas kalamensis,0
134100,T7-09,"KCTC 12208, IAM 15116, CCUG 55488, CIP 108711, JCM 21576, NBRC 101160, KCTC 52048",1,1,Pseudoxanthomonas koreensis,0
17504,AMX26B,"DSM 17121, CCUG 49454, CIP 106674, JCM 11524, ATCC 700993, AMX 26B",1,1,Pseudoxanthomonas mexicana,1
140611,WD12,"KACC 15045, LMG 25968",1,1,Pseudoxanthomonas putridarboris,1
17514,BD-c54,"DSM 19373, KCTC 22080",1,1,Pseudoxanthomonas sacheonensis,0
17512,,"CIP 109720, DSM 18855, CCUG 53828, IMMIB AFH-5",1,1,Pseudoxanthomonas spadix,0
,,,,,,1
17506,4M1,"DSM 17175, CIP 109444, KACC 11320",1,1,Pseudoxanthomonas suwonensis,1
17510,CB-226,"DSM 22914, ATCC BAA-404, BCRC 17172, CCUG 48041, CIP 108059, CCRC 17172",1,1,Pseudoxanthomonas taiwanensis,0
17513,GR12-1,"DSM 18204, CIP 109605, KACC 11580",1,1,Pseudoxanthomonas yeongjuensis,0
,,,,,,1
23028,,"DSM 19858, JCM 11733, KCTC 22016, KMM 3531, CECT 7618",1,1,Pseudozobellia thermophila,0
,,,,,,1
5784,HAW-EB21,"DSM 19335, JCM 14977",1,1,Psychrilyobacter atlanticus,0
158270,NEAU-3TGS17,"DSM 100484, CGMCC 1.15308",1,1,Psychrobacillus lasiicapitis,1
1566,"68E3, 68000","DSM 11713, ATCC BAA-796, CIP 107791, NCIMB 13837",1,1,Psychrobacillus psychrodurans,1
1568,3H1,"DSM 11706, CIP 107792, NCIMB 13838",1,1,Psychrobacillus psychrotolerans,1
8199,"SJ 14, SJ14","DSM 15333, CIP 109037, MTCC 4825",1,1,Psychrobacter adeliensis,0
133574,,"KCTC 22503, JCM 16343, SC 35, CIP 110994",1,1,Psychrobacter aestuarii,0
8189,JG100,"DSM 16065, KCTC 12186, JCM 12315, CIP 110989",1,1,Psychrobacter alimentarius,0
8198,,"DSM 15339, MTCC 4386, CMS 56, CIP 108799",1,1,Psychrobacter aquaticus,0
8196,SW-210,"DSM 16329, KCTC 12254, CIP 108795",1,1,Psychrobacter aquimaris,0
8203,273-4,"DSM 17307, CIP 109905, VKM B-2377",1,1,Psychrobacter arcticus,0
8188,R7,"DSM 15389, CIP 109036, KMM 3659",1,1,Psychrobacter arenosus,0
8207,"SW-238, JG-238","DSM 23510, JCM 12601, KCTC 12313, CIP 109014",1,1,Psychrobacter celer,0
8194,JG-219,"DSM 16327, KCTC 12256, CIP 108733",1,1,Psychrobacter cibarius,0
130461,176/10,"DSM 28412, CCM 8519, CIP 110777, LMG 28175",1,1,Psychrobacter ciconiae,0
8202,"5, K5","DSM 17306, VKM B-2378, CIP 110990",1,1,Psychrobacter cryohalolentis,0
8184,Iso-46,"DSM 14664, CIP 107288, CCUG 48039",1,1,Psychrobacter faecalis,0
170047,BSw21516B,"CCTCC AB 2014020, KCTC 42279, CIP 111444",1,1,Psychrobacter fjordensis,0
132850,"NF11, NF23","DSM 15870, LMG 21280, CIP 108125, CECT 5889, AJ 430827",1,1,Psychrobacter fozii,0
8180,,"DSM 12411, ACAM 304, ATCC 700361, CCUG 34377, CIP 10501, CIP 105101",1,1,Psychrobacter frigidicola,0
133480,KC40,"KMM 3954, NRIC 0746, JCM 15525, CIP 110075",1,1,Psychrobacter fulvigenes,0
139044,,"CIP 111025, KCTC 42280, CCTCC AB 2014019",1,1,Psychrobacter glaciei,0
8179,,"CCUG 34874, DSM 12194, ACAM 483, CIP 105313",1,1,Psychrobacter glacincola,0
8176,"14, Lautrop A351, MJT/F5/153, A 351","DSM 7229, ATCC 43116, CCUG 9708, LMG 7091, LMG 7203, NCIB 12350, CCM 4776, JCM 20442, CIP 102557, IAM 12280, IFO 15733, NBRC 15733, NCIMB 12350",1,1,Psychrobacter immobilis,0
8206,YKJ-103,"DSM 23423, CIP 107956, JCM 11463, KCCM 41559, KCTC 22762, NCIMB 14247",1,1,Psychrobacter jeotgali,0
132851,"NF23, NF11","DSM 15869, LMG 21276, CIP 108124, CECT 5885",1,1,Psychrobacter luti,0
8208,L-1110,"DSM 21542, CCUG 56590, IMMIB L-1110, CIP 110018",1,1,Psychrobacter lutiphocae,0
8185,238-6,"DSM 14160, KMM 277, CIP 107640",1,1,Psychrobacter marincola,0
8187,Pi 2-20,"DSM 15387, CIP 108811, KMM 3646",1,1,Psychrobacter maritimus,0
8201,SW-242,"DSM 16330, KCTC 12255, CIP 108796",1,1,Psychrobacter namhaensis,0
8191,88/2-7,"DSM 16093, NCIMB 13982, CIP 108514",1,1,Psychrobacter nivimaris,0
136000,4k5,"CIP 110944, JCM 30235, NCIMB 14948",1,1,Psychrobacter oceani,0
23131,MD17,"DSM 18357, JCM 11840, CIP 108221, NCIMB 13931",1,1,Psychrobacter okhotskensis,0
8205,,"DSM 23406, NBRC 103191, NIBH P2K6, CIP 110991, NIBH P2K16",1,1,Psychrobacter pacificensis,0
141029,"A1019, A1019SS","CIP 110853, CECT 9184",1,1,Psychrobacter pasteurii,0
141031,"1232, 1232SS","CIP 110854, CECT 9185",1,1,Psychrobacter piechaudii,0
133525,T-3-2,"JCM 15603, NCIMB 14510, CIP 110995",1,1,Psychrobacter piscatorii,0
133281,S6-60,"JCM 31058, LMG 29157, CIP 111450",1,1,Psychrobacter pocilloporae,0
8181,116,"DSM 13887, CIP 106830",1,1,Psychrobacter proteolyticus,0
8192,S-606,"DSM 16214, CCUG 46240, CECT 5989, CIP 107927, CCM 7211",1,1,Psychrobacter pulmonis,0
168046,I-STPP5b,"LMG 30301, CIP 111410, CCM 8799, CCM 8799T, LMG 30301T",1,1,Psychrobacter pygoscelis,0
8200,"DD 48, DD48","DSM 15338, CIP 109038, MTCC 4826",1,1,Psychrobacter salsus,0
130458,13983,"DSM 23635, CCUG 59771, CIP 110993",1,1,Psychrobacter sanguinis,0
8186,,"DSM 14161, KMM 225, CIP 107641",1,1,Psychrobacter submarinus,0
8178,McLean B-57,"DSM 14009, ACAM 534, ATCC 15174, CCM 900, CCUG 4982, NCIB 11372, DSM 20429, CIP 105100, NCIMB 11372",1,1,Psychrobacter urativorans,0
8197,,"DSM 15337, MTCC 4208, CMS 39, CIP 110992, MTCC 420B",1,1,Psychrobacter vallis,0
141081,DB-3,"KCTC 52037, NBRC 111757",1,1,Psychroflexus aestuariivivens,0
5628,,"DSM 5423, ACAM 44, ATCC 51278, LMG 13192, CCUG 33444, CIP 104040",1,1,Psychroflexus gondwanensis,0
5630,"WS 4520, G 5209","DSM 23581, CCUG 59705, LMG 25857, WCC 4520",1,1,Psychroflexus halocasei,0
166337,C1,"MCCC 1H00415, KCTC 72796",1,1,Psychroflexus maritimus,1
141091,X15M-8,"CGMCC 1.12931, JCM 30616",1,1,Psychroflexus planctonicus,0
133496,ISL-14,"KCTC 22483, CCUG 56752, ISL -14",1,1,Psychroflexus salinarum,0
133250,WDS4A13,"KCTC 52043, MCCC 1H00134",1,1,Psychroflexus saliphilus,0
141092,X15M-6,"CGMCC 1.12925, JCM 30615",1,1,Psychroflexus salis,0
23019,YIM-C238,"DSM 19803, CCTCC AA 207030, KCTC 22166",1,1,Psychroflexus sediminis,0
5629,"LA1, LA1T","DSM 15496, ATCC BAA-734, CIP 108448",1,1,Psychroflexus tropicus,0
,,,,,,1
159836,,"JCM 31143, KACC 19070, MCC 2780, MTCC 12460, IHBB 11108",1,1,Psychromicrobium lacuslunae,0
133081,AK20-18,"DSM 102047, LMG 29369",1,1,Psychromicrobium silvestre,0
133438,J42-3A,"NBRC 104585, KCTC 22285",1,1,Psychromonas agarivorans,1
140472,M1A1,"CIP 111183, CCM 8710, LMG 29766",1,1,Psychromonas aquatilis,0
,,,,,,1
134357,,"JCM 14784, ATCC BAA-1526, JAMM 0404",1,1,Psychromonas aquimarina,1
13520,Pull5.3,"DSM 14288, Pull 2, CIP 108126, CECT 5674, KCTC 12111",1,1,Psychromonas arctica,1
13522,174,"DSM 17665, CCM 7498",1,1,Psychromonas boydii,0
134244,K41G,"JCM 11830, ATCC BAA-638",1,1,Psychromonas hadalis,1
134372,AK15-027,"MBIC 06898, NCIMB 14416",1,1,Psychromonas heitensis,1
13519,37,"DSM 17664, CCUG 51855, CIP 108865",1,1,Psychromonas ingrahamii,0
13521,,"DSM 21936, ATCC BAA-1525, JCM 14783, JAMM 0394",1,1,Psychromonas japonica,1
134358,,"JCM 14785, ATCC BAA-1527, JAMM 0415",1,1,Psychromonas macrocephali,1
132852,22-Apr,"DSM 15302, JCM 10501, NCIMB 13792, ATCC BAA-724, IAM 14899, KCTC 12105, NBRC 103166, CIP 107721",1,1,Psychromonas marina,0
134356,,"JCM 14786, ATCC BAA-1528, JAMM 0738",1,1,Psychromonas ossibalaenae,1
135090,2825,"CIP 108122, JCM 11437, LMG 21260, CGMCC 1.5342",1,1,Psychromonas profunda,1
5631,,"DSM 12212, ACAM 188, ATCC 700359, CIP 105822",1,1,Psychroserpens burtonensis,0
133850,F051-1,"KCTC 23539, JCM 17632",1,1,Psychroserpens damuponensis,0
134187,,"KCCM 42261, JCM 13413, KOPRI 13649, CIP 109253",1,1,Psychroserpens mesophilus,0
158682,SW33,"KCTC 52743, CICC 24249",1,1,Psychrosphaera aquimarina,1
159736,T8,"CGMCC 1.15924, KCTC 333888",1,1,Pueribacillus theae,1
141170,4GSH07,"CGMCC 1.15448, LMG 29214",1,1,Puia dinghuensis,0
166316,RR4-38,"KCTC 52651, DSM 108068",1,1,Pukyongia salina,0
133210,7578-24,"CGMCC 1.15371, JCM 31236",1,1,Pullulanibacillus camelliae,0
14408,UG-2,"DSM 19429, LMG 24205",1,1,Pullulanibacillus uraniitolerans,0
166528,SC2-7,"KACC 19309, NBRC 113102",1,1,Pulveribacter suum,1
140731,JSSK-17,"KCTC 52765, NBRC 112766",1,1,Puniceibacterium confluentis,0
17650,,"DSM 26450, JCM 14086, KCCM 42343, NBRC 101964, IMCC 1545",1,1,Puniceicoccus vermicola,0
364,,"DSM 25164, JCM 14767, KCTC 22046, DCY 25",1,1,Allopusillimonas ginsengisoli,1
365,B201,"DSM 25667, JCM 16917, KACC 14927",1,1,Pusillimonas harenae,1
362,BN9,"DSM 10065, CCUG 51657, NCIMB 14020, CIP 108767",1,1,Pusillimonas noertemannii,1
363,MJ07,"DSM 25264, JCM 16386, KCTC 22455",1,1,Pusillimonas soli,1
166456,YE3,"KCTC 62737, NBRC 113113",1,1,Pusillimonas thiosulfatoxidans,1
133960,E403,"CCTCC AB 2012862, CGMCC 41.12333, KCTC 32192, CGMCC 1.12333",1,1,Pustulibacterium marinum,0
,,,,,,1
140646,MI-28,"KCTC 29239, LMG 27848, BCRC 80688",1,1,Puzihella rosea,0
17785,W5455,"DSM 21147, CCUG 55836, KCTC 15164, JCM 16336",1,1,Pyramidobacter piscolens,0
140291,521,"DSM 103086, ATCC TSD-56",1,1,Pyrobaculum igneiluti,0
132578,Souchothèque de Bretagne BG1337,"DSM 101590, NCB 100",1,1,Pyrococcus kukulkanii,1
132610,Su06,"DSM 28599, ATCC BAA-2559",1,1,Pyrodictium delaneyi,1
158527,GYP-11,"CGMCC 1.15125, KCTC 42509",1,1,Pyruvatibacter mobilis,1
170938,CA032A,"NCCB 100776, NBRC 114353",1,1,Pyxidicoccus caerfyrddinensis,1
10169,"An d47, Py f1","DSM 14698, CIP 109125, JCM 12639",1,1,Pyxidicoccus fallax,0
166565,CA060A,"NBRC 114505, NCCB 100777",1,1,Pyxidicoccus trucidator,1
6329,AG-019,"DSM 44889, ATCC BAA-1104, CIP 108941, JCM 16010, NBRC 106147",1,1,Quadrisphaera granulorum,0
141111,CGI-09,"DSM 29781, JCM 31785",1,1,Quisquiliibacterium transsilvanicum,0
132551,,"DSM 100773, NCCB 100574, MSR MSr9521, MSR 9521",1,1,Racemicystis crocea,1
133077,37,"DSM 103165, NCCB 100606, MSR MSr11462, MSR 11462",1,1,Racemicystis persica,1
166374,SAP-19,"KACC 21744, NBRC 114407",1,1,Rahnella aceris,1
5093,133,"DSM 4594, ATCC 33071, CIP 78.65, CUETM 75.115, NRLL B-24920, CCUG 14185, CIP 78-65, JCM 1683, BCRC 14814, CUETM 77-115, LMG 2794, LMG 7880, NBRC 105701, NCIMB 13365, CUETM 75-115",1,1,Rahnella aquatilis,1
132221,A3P9,"DSM 27398, CIP 111495, LMG 27718, FRB 226",1,1,Rahnella bruchi,1
5095,WS 21410,"DSM 30078, CIP 110143, LMG 2640, WS 21410",1,1,Rahnella inusitata,0
139619,,"CIP 105588, LMG 27711",1,1,Rahnella variigena,1
132220,WW3,"DSM 27397, CIP 111496, LMG 27717, FRB 225",1,1,Rahnella victoriana,1
132222,ALN24,"DSM 27399, CIP 111497, LMG 27719, FRB 227",1,1,Rahnella woolbedingensis,1
133021,LZ-22,"DSM 100494, ATCC TSD-18, JCM 30886",1,1,Raineyella antarctica,1
2089,,"DSM 17714, CCM 7174, CCUG 46789, CIP 108091, LMG 21421",1,1,Ralstonia insidiosa,0
2088,,"DSM 17512, LMG 6866, JCM 11284, ATCC BAA-716, CCUG 38408, CCUG 45027, CIP 107281, NCIMB 10805",1,1,Ralstonia mannitolilytica,0
2085,"K-288, K 288","DSM 6297, ATCC 27511, CIP 73.23, JCM 5969, NCTC 11149, CCUG 3318, LMG 5942, BCRC 14820, CECT 330, CGMCC 1.1807, IAM 13530, ICPB 3981, NBRC 102503, NCIMB 13142, VTT E-981068",1,1,Ralstonia pickettii,0
141112,CJ661,"KACC 19305, JCM 32081",1,1,Ramlibacter alkalitolerans,0
2988,TMB834,"DSM 14656, ATCC BAA-408, LMG 21542, CIP 108694",1,1,Ramlibacter henchirensis,0
166265,18x22-1,"GDMCC 1.1584, KCTC 52922",1,1,Ramlibacter humi,0
141113,G-3-2,"KEMB 9005-573, KACC 19175, JCM 31918",1,1,Ramlibacter monticola,0
141048,THG-YS3.2.7,"KCTC 52083, CCTCC AB 2015357",1,1,Ramlibacter rhizophilus,0
2987,TTB310,"DSM 14655, CIP 108695, ATCC BAA-407, LMG 21543",1,1,Ramlibacter tataouinensis,0
5097,"CRCC 13986, V-236, 4245-72","CCUG 15718, DSM 3069, ATCC 33531, CDC 4245-72, IAM 14202, IFO 14939, JCM 7251, NBRC 14939, BCRC 13986, CECT 843, CIP 100751, NCIMB 11885, NCTC 12998, VTT E-981077, CRBIP28.102",1,1,Klebsiella planticola,0
5099,"84, L84","DSM 2687, ATCC 33257, CIP 80.07, CCUG 12372 Bb, CIP 80-07, JCM 1687, CUETM 77.176, BCRC 14805, CCUG 12372, CECT 4519, CIP 80.7, CUETM 77-176, IFO 14941, LMG 3222, NBRC 14941, NCTC 13038, NCIMB 12053",1,1,Klebsiella terrigena,0
140017,,"DSM 103551, JCM 23209, TISTR 1750, IAM 15448",1,1,Rapidithrix thailandica,1
168533,"53C- WASEF, 53C-WASEF","DSM 109123, CIP 111665",1,1,Rariglobus hedericola,0
13531,YLM-32,"DSM 10596, ATCC 51544, CIP 104132, JCM 6350, IFO 16149, IFO 16558, NBRC 101357, NBRC 16149, NBRC 16558",1,1,Rarobacter incanus,0
7486,,"DSM 15933, UCM Ac-618, VKM Ac-1799, CIP 108056, JCM 13576",1,1,Rathayibacter caricis,0
7487,,"DSM 15932, UCM Ac-619, VKM Ac-1390, CIP 108055, JCM 13577",1,1,Rathayibacter festucae,0
7484,"66-807, NCCPB 2253","DSM 7484, ICMP 3496, NCPPB 2253, VKM Ac-1602, CCUG 23897, LMG 3677, JCM 9308, CECT 4208, CFBP 807, CIP 104037, ICPB CI148, PDDCC 3496",1,1,Rathayibacter iranicus,0
158789,DL-329,"VKM Ac-2121, LMG 22542",1,1,Rathayibacter oskolensis,0
7482,CE4,"DSM 7485, ICMP 2574, NCPPB 2980, VKM Ac-1601, JCM 9307, CECT 4210, CFBP 2406, CIP 104036, LMG 7288",1,1,Rathayibacter rathayi,0
7485,CT102,"CCUG 23914, LMG 3728, CIP 104038, DSM 7486, ATCC 11403, ICMP 2626, NCPPB 1857, VKM Ac-1603, JCM 9309, CFBP 1385, ICPB CT102, PDDCC 2626",1,1,Rathayibacter tritici,0
158539,J77-1,"KEMB 9005-548, KACC 19172, JCM 31920",1,1,Ravibacter arvi,0
140272,HM,"DSM 100378, JCM 30982",1,1,Rectinema cohabitans,0
5470,R3525,"DSM 26134, CIP 107900, JCM 11238, KMM 3525, NBRC 16625, IFO 16625",1,1,Reichenbachiella agariperforans,0
159843,DC003,"KCTC 42867, MCCC 1H00130",1,1,Reichenbachiella versicolor,1
130500,,"DSM 29881, IMCC 4489, KCCM 42938, KCTC 22813, NBRC 106079",1,1,Reinekea aestuarii,0
130499,,"DSM 29825, CCUG 52066, CECT 7120, MED 297",1,1,Reinekea blandensis,1
158528,,"KACC 17315, CECT 8288, HME 8277",1,1,Reinekea marina,1
11293,"R 59, R59","DSM 15388, CECT 7363, CIP 108810, KMM 3655",1,1,Reinekea marinisedimentorum,1
166392,SSH23,"KACC 21168, NBRC 113795",1,1,Reinekea thalattae,1
7774,Lea-1-74,"DSM 20767, ATCC 33209, JCM 11484, CIP 103036, IFO 15589, IMSNU 21308, LMG 10846, NBRC 15589, NCIMB 2235",1,1,Renibacterium salmoninarum,0
140732,Seoho-37,"KCTC 52223, JCM 31892",1,1,Reyranella aquatilis,0
133909,KIS14-15,"KACC 13034, NBRC 108950",1,1,Reyranella soli,0
141114,,"CGMCC 1.5219, KCTC 15623, DSM 105239, SYSU GA15001",1,1,Rhabdanaerobium thermarum,1
132963,R49,"DSM 105074, JCM 30685, KACC 18395, KEMB 9005-318",1,1,Rhabdobacter roseus,0
2460,SW-353,"DSM 22684, JCM 14331, KCTC 12840, CGMCC 1.10346",1,1,Rheinheimera aquimaris,1
2454,OSBAC1,"DSM 14885, KCTC 12114, LMG 21511, CIP 107787",1,1,Rheinheimera baltica,1
2459,K19414,"DSM 18694, LMG 23818",1,1,Rheinheimera chironomi,1
159783,TAPG2,"BCRC 81054, LMG 30056, KCTC 52815",1,1,Rheinheimera coerulea,1
133764,LH2-2,"CGMCC 1.7003, NBRC 105632",1,1,Rheinheimera longhuensis,1
158590,TP462,"KACC 18560, CGMCC 1.15399",1,1,Rheinheimera marina,1
140034,"E407-8, E407.8","DSM 22401, CCTCC AB 209089, KACC 14030, CCTCC AB 20908",1,1,Rheinheimera nanhaiensis,1
2457,,"DSM 17616, CCUG 46544, IAM 15043, JCM 12090, KMM 1406, NBRC 103167, NRIC 0539, CIP 108198, CGMCC 1.7099",1,1,Rheinheimera pacifica,1
2458,"BA 131, BA131","DSM 18276, CIP 109200, LMG 23581",1,1,Arsukibacterium perlucidum,1
163799,PKS7,"JCM 30460, KCTC 42365",1,1,Rheinheimera pleomorphica,1
158757,KH87,"ATCC BAA-2715, CIP 111115, DSM 100018",1,1,Rheinheimera salexigens,1
2461,BD-d46,"DSM 19413, KCTC 22077, BCRC 80292",1,1,Rheinheimera soli,1
2462,JA3-B52,"DSM 19460, CGMCC 1.6362, JCM 14254",1,1,Rheinheimera tangshanensis,1
2456,A62-14B,"DSM 17496, ATCC BAA-1235",1,1,Rheinheimera texasensis,1
133885,Ruye-90,"LMG 26339, BCRC 80263, KCTC 23315",1,1,Rheinheimera tilapiae,1
12716,,"DSM 19916, KCTC 12591, LMG 23394, Gsoil 322",1,1,Rhizobacter fulvus,1
140851,DS48-6-5,"KCTC 42645, NBRC 111169",1,1,Rhizobacter profundi,1
141093,FH13,"CCBAU 101094, HAMBI 3626, LMG 28672",1,1,Rhizobium acidisoli,0
133420,GBV016,"CFBP 71465, LMG 24466",1,1,Rhizobium alamii,1
133176,,"BR 10423, HAMBI 3664",1,1,Rhizobium altiplani,1
140533,,"KCTC 52299, MCCC 1K03215, MIM 27",1,1,Pararhizobium arenae,1
132978,Po 20/26,"DSM 100211, LMG 28788",1,1,Mycoplana azooxidifex,0
132154,LBP2-1,"DSM 104289, ATCC BAA-2435, CIP 110456, CCGE 524",1,1,Rhizobium calliandrae,1
166529,C5,"CCTCC AB 2018143, LMG 30777",1,1,Rhizobium chutanense,1
13630,L61,"DSM 17795, JCM 21505, BCRC 80436, CCBAU 10050, IAM 15042, KCTC 12121, NBRC 102495, NCIMB 14499",1,1,Rhizobium daejeonense,1
166117,SPY-1,"ACCC 61627, JCM 33732",1,1,Neorhizobium deserti,0
130596,,"DSM 29668, ATCC BAA-2116, CCGE 2052, HAMBI 3153, LMG 26002, CIP 110144",1,1,Rhizobium endophyticum,0
13625,,"DSM 11541, ATCC 51251, CFN 42, JCM 21823, CIP 104814, HAMBI 1727, IAM 15379, IFO 15573, LMG 17827, NBRC 15573",1,1,Rhizobium etli,0
13633,,"DSM 19331, CCBAU 33202, JCM 14381, LMG 23997, JCM 14831",1,1,Rhizobium pisi,1
133217,LPU83,"CECT 9014, LMG 29160",1,1,Rhizobium favelukesii,0
172802,LPU83,CIP 110924,1,1,Rhizobium favelukesii,0
133182,ZFJT-2,"CCTCC AB 2013015, KCTC 32301, LMG 27603",1,1,Rhizobium gei,1
166106,CL12,"GDMCC 1.1597, KACC 21281",1,1,Peteryoungia glycinendophyticum,1
133733,,"ATCC BAA-2124, CFN 242, HAMBI 3152, CCGE 502, CIP 110149, DAl 4",1,1,Rhizobium grahamii,1
13627,I66,"DSM 11917, CCBAU 57015, CIP 105503",1,1,Rhizobium hainanense,1
13648,YC6881,"DSM 21600, KACC 13775",1,1,Rhizobium halophytocola,1
170906,JKLM 12A2,"MCC 3961, KACC 21380, JCM 33658",1,1,Rhizobium indicum,1
136926,,"CIP 108029, AS 1.3045, CCBAU 71042",1,1,Rhizobium indigoferae,0
140867,shin9-1,"LMG 27163, KCTC 32148",1,1,Rhizobium ipomoeae,1
138443,3Hoq18,"CIP 106959, ATCC 10004, IAM 12609, OUT 30008, IFO 14778, DSM 106839, LMG 14904",1,1,Rhizobium leguminosarum,1
137407,P1-7,"CIP 109524, CECT 7016, LMG 22705",1,1,Rhizobium lusitanum,0
132155,"SJP1-2, NSJP1-1","DSM 104288, ATCC BAA-2446, CIP 110454, CCGE 526",1,1,Rhizobium mayense,0
24485,1847,"DSM 28449, ATCC BAA-2123, CCGE 501, CIP 110148, HAMBI 3151",1,1,Rhizobium mesoamericanum,1
133473,5LMG24135,"JCM 14777, CCBAU 25010, LMG 24135",1,1,Rhizobium mesosinicum,1
131342,ChimEc512,"DSM 26575, CIP 110550",1,1,Rhizobium metallidurans,0
138331,,"CIP 106112, USDA 1844",1,1,Rhizobium mongolense,1
24481,,"DSM 21811, CCBAU 7190B, CIP 108030, LMG 21975, AS 1.3401",1,1,Rhizobium mongolense subsp. loessense,0
13635,,"DSM 21814, CCBAU 83401, HAMBI 2975, LMG 23946",1,1,Rhizobium multihospitium,1
130599,L6-8,"DSM 100301, BCC 55142, NBRC 109338",1,1,Rhizobium paknamense,1
24484,SL-1,"DSM 26482, ACCC 11238, KCTC 23288",1,1,Neorhizobium petrolearium,1
13609,"3I6c15, 316c15","DSM 30137, ATCC 14482, JCM 20683, NBRC 14785, NRRL L-321, VKM B-1966, IAM 12612, CIP 107329, LMG 8819, ORS 662",1,1,Rhizobium phaseoli,1
140905,PC004,"BCC 73740, NBRC 110722",1,1,Rhizobium puerariae,1
13571,,"DSM 30148, ATCC 11325, IFO 13257, NBRC 13257, NCPPB 2991, CCUG 12534 C, JCM 20919, CFBP 5520, CIP 104328, HAMBI 1816, IAM 13570, ICMP 5794, IMET 11180, KCTC 12403, LMG 150",1,1,Rhizobium rhizogenes,0
133544,DS-42,"KCTC 12873, JCM 14591",1,1,Rhizobium soli,0
23224,JC 85,"DSM 24765, KCTC 23614",1,1,Rhizobium subbaraonis,1
132917,PL-41,"DSM 105042, CCTCC AB 2011011, NRRL B-59556",1,1,Pseudorhizobium tarimense,0
166317,NAU-18,"KCTC 62418, CCTCC AB 2018075",1,1,Rhizobium terrae,0
13624,,"DSM 11418, ATCC 49672, CIAT 899, HAMBI 1163, JCM 21072, IAM 14206, IFO 15247, LMG 9503, NBRC 15247, OUT 30011, CIP 107331, ORS 1163",1,1,Rhizobium tropici,0
13639,,"DSM 25379, CCBAU 85046, LMG 25225, HAMBI 3066",1,1,Rhizobium tubonense,1
140985,166,"CGMCC 1.15279, DSM 100734",1,1,Rhizobium wenxiniae,0
159888,W44,"CCTCC AB 2017179, GDMCC 1.1257, KCTC 62194",1,1,Rhizobium wuzhouense,1
137364,,"CIP 108028, CCBAU 71623",1,1,Rhizobium yanglingense,0
140624,Ndbn-20,"KACC 18661, CCTCC AB 2016143, DSM 107650",1,1,Rhizorhabdus dicambivorans,0
23281,382,"DSM 25077, LMG 26763",1,1,Rhizorhabdus starnbergensis,1
14228,RW1,"DSM 6014, JCM 10273, JCM 15750, CCUG 31198, CIP 107293, KCTC 12908, MTCC 7933, NBRC 100425, NBRC 105917",1,1,Rhizorhabdus wittichii,1
14222,"CA1, EY 2404, Ca 1","DSM 7465, ATCC 49355, CIP 105429, ICMP 12535, JCM 8521, LMG 11026, LMG 17323, NBRC 15211, NCPPB 3629, IFO 15211, LMG 15574, LMG 15591, LMG 9830",1,1,Rhizorhapis suberifaciens,1
130849,MJ01,"DSM 29349, JCM 16242, KCTC 22449",1,1,Rhodanobacter caeni,1
17525,2APBS1,"DSM 23569, JCM 17641",1,1,Rhodanobacter denitrificans,1
17517,,"DSM 18449, IAM 15025, KCTC 12098, CCUG 51445, LMG 23003, JCM 21488, NBRC 103168, Jip 02, Jip 2, CIP 108727",1,1,Rhodanobacter fulvus,1
17516,GR177,"DSM 18993, KACC 11762",1,1,Rhodanobacter ginsengisoli,1
