ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,"Ability of spore formation"
134043,CC-AMZ-30M,"JCM 18554, BCRC 80466",1,1,"Sphingomicrobium marinum",Sphingomicrobium,marinum,0
14243,C42,"DSM 15867, CIP 109154, LMG 21978",1,1,"Sphingomonas abaci",Sphingomonas,abaci,0
159734,B093034,"CFCC 13949, LMG 30133",1,1,"Sphingomonas carotinifaciens",Sphingomonas,carotinifaciens,0
14251,K4,"DSM 19475, KCTC 22050, CIP 110056",1,1,"Sphingomonas aestuarii",Sphingomonas,aestuarii,0
140794,200,"CCTCC AB 2016064, KCTC 52488, CCTCC AB 201664, CIP 111604",1,1,"Sphingomonas antarctica",Sphingomonas,antarctica,0
133407,W1-2-1,"KACC 18309, LMG 28596",1,1,"Sphingomonas aquatica",Sphingomonas,aquatica,0
14246,Y-39,"DSM 18530, CCTCC AB 205007, IAM 15283, NBRC 15497, JCM 21734, IFO 15497, CIP 109209",1,1,"Sphingomonas azotifigens",Sphingomonas,azotifigens,0
141164,L9-754,"DSM 27347, KACC 17595",1,1,"Sphingomonas carotinifaciens",Sphingomonas,carotinifaciens,0
141052,PR0302,"KACC 18487, NBRC 111532",1,1,"Sphingomonas carri",Sphingomonas,carri,0
166537,CCP-7,"BCRC 81096, LMG 30311, KCTC 62190",1,1,"Sphingomonas crocodyli",Sphingomonas,crocodyli,0
23280,"ITEM-13494, SPC-1","DSM 25525, JCM 17498, ITEM 13494",1,1,"Sphingomonas cynarae",Sphingomonas,cynarae,0
141166,1PNM-26,"GDMCC 1.664, KCTC 42758, DSM 27573",1,1,"Sphingomonas difficilis",Sphingomonas,difficilis,0
131250,,"DSM 101535, CCTCC AA 209035, JCM 17394, YIM 65583",1,1,"Sphingomonas endophytica",Sphingomonas,endophytica,0
166214,ZLT-5,"CCTCC AB 2018188, KCTC 62840",1,1,"Sphingomonas flavalba",Sphingomonas,flavalba,0
140795,KER25-10,"KACC 19285, JCM 32053",1,1,"Sphingomonas frigidaeris",Sphingomonas,frigidaeris,0
166381,"Strain S6-262, S6-262","DSM 27346, KACC 17594",1,1,"Sphingomonas gellani",Sphingomonas,gellani,0
23277,,"DSM 18094, KCTC 12630, LMG 23739, Gsoil 634",1,1,"Sphingomonas ginsengisoli",Sphingomonas,ginsengisoli,0
14263,C16y,"DSM 22294, CGMCC 1.8957, CIP 11013, CIP 110131",1,1,"Sphingomonas glacialis",Sphingomonas,glacialis,0
14262,UM2,"DSM 24951, CCM 7545, MTCC 9473",1,1,"Rhizorhabdus histidinilytica",Rhizorhabdus,histidinilytica,0
14271,Dd16,"DSM 25434, CCM 7882, MTCC 10862",1,1,"Allosphingosinicella indica",Allosphingosinicella,indica,0
14252,TDMA-16,"DSM 18422, CCUG 53607, NBRC 102120, CIP 109619",1,1,"Sphingomonas jaspsi",Sphingomonas,jaspsi,0
141165,S5-249,"DSM 27345, KACC 17593",1,1,"Sphingomonas jatrophae",Sphingomonas,jatrophae,0
141053,G39,"DSM 103790, LMG 29955T, LMG 29955",1,1,"Sphingomonas jeddahensis",Sphingomonas,jeddahensis,0
14253,PB56,"DSM 16846, CIP 110410, KCTC 12334",1,1,"Sphingomonas kaistensis",Sphingomonas,kaistensis,0
134027,THG-B283,"KACC 16224, LMG 26582",1,1,"Sphingomonas kyungheensis",Sphingomonas,kyungheensis,0
166148,1PNM-20,"GDMCC 1.660, DSM 27572, GIMCC 1.660",1,1,"Sphingomonas lenta",Sphingomonas,lenta,0
140978,03SUJ6,"KCTC 23331, JCM 17543",1,1,"Sphingomonas limnosediminicola",Sphingomonas,limnosediminicola,0
133300,JS5,"KCTC 23642, JCM 18309, CCTCC AB 2017135",1,1,"Sphingomonas lutea",Sphingomonas,lutea,0
140852,9O-5,"CGMCC 1.15330, KCTC 42759",1,1,"Sphingomonas metalli",Sphingomonas,metalli,0
14248,,"DSM 19588, CIP 109223, JCM 14122, KMM 3882, NRIC 0685, CCTCC AB 2016286",1,1,"Sphingomonas molluscorum",Sphingomonas,molluscorum,0
133230,DKC-5-1,"KEMB 9005-380, KACC 18716, JCM 31294",1,1,"Sphingomonas naphthae",Sphingomonas,naphthae,0
140698,K-1-16,"KEMB 9005-450, KACC 19002, JCM 31674",1,1,"Sphingomonas olei",Sphingomonas,olei,0
159769,FW-11,"LMG 29274, HAMBI 3659",1,1,"Sphingomonas oleivorans",Sphingomonas,oleivorans,0
14240,S213,"DSM 17107, CIP 107926, JCM 12082, CCUG 56448",1,1,"Sphingomonas oligophenolica",Sphingomonas,oligophenolica,0
166278,YZ-8,"CCTCC AB 2017137, LMG 31027",1,1,"Sphingomonas paeninsulae",Sphingomonas,paeninsulae,0
166382,JS21-1,"DSM 27348, KACC 17591",1,1,"Sphingomonas palmae",Sphingomonas,palmae,0
140979,WM95,"KACC 18738, JCM 31399",1,1,"Sphingomonas palustris",Sphingomonas,palustris,0
14242,C52,"DSM 15761, CIP 109155, LMG 21979",1,1,"Sphingomonas panni",Sphingomonas,panni,0
14241,FA2,"DSM 17258, CECT 5832, LMG 21958, CIP 108674",1,1,"Sphingomonas phyllosphaerae",Sphingomonas,phyllosphaerae,0
133291,LYH-20,"BCRC 80911, LMG 29002, KCTC 42741",1,1,"Sphingomonas piscinae",Sphingomonas,piscinae,0
14256,NX02,"DSM 19645, CGMCC 1.6417, CIP 110406",1,1,"Sphingomonas sanxanigenens",Sphingomonas,sanxanigenens,0
23278,,"DSM 18106, KCTC 12629, LMG 23592, Dae 20",1,1,"Sphingomonas sediminicola",Sphingomonas,sediminicola,0
14245,"T5-04, T5-04,52.101","DSM 18313, IAM 15213, KCTC 12210, NBRC 10081, JCM 21668, NBRC 100801, CIP 109210",1,1,"Sphingomonas soli",Sphingomonas,soli,0
140320,9NM-10,"DSM 27571, GDMCC 1.657",1,1,"Sphingomonas spermidinifaciens",Sphingomonas,spermidinifaciens,0
14244,,"DSM 17000, CCTCC AB 204064, KCTC 12346, YIM 003, CIP 110397",1,1,"Sphingomonas yunnanensis",Sphingomonas,yunnanensis,0
24564,,"DSM 22237, KCTC 12582, LMG 23390, Gsoil 250",1,1,"Sphingopyxis ginsengisoli",Sphingopyxis,ginsengisoli,0
24566,DS15,"DSM 27519, CCM 7542, MCC 2023, MTCC 9455",1,1,"Sphingopyxis indica",Sphingopyxis,indica,0
23284,SC13E-971,"DSM 25229, CECT 8016",1,1,"Sphingopyxis italica",Sphingopyxis,italica,0
14285,BL03,"DSM 25337, JCM 15910, KCTC 22405",1,1,"Sphingopyxis soli",Sphingopyxis,soli,0
140477,R366,"KEMB 9005-451, KACC 19003, JCM 31675",1,1,"Sphingopyxis solisilvae",Sphingopyxis,solisilvae,0
14282,FR1093,"DSM 22379, IMSNU 14133, JCM 14162, KCTC 12764",1,1,"Parasphingorhabdus litoris",Parasphingorhabdus,litoris,0
14283,FR1087,"DSM 22363, IMSNU 14132, JCM 14161, KCTC 12763",1,1,"Parasphingorhabdus marina",Parasphingorhabdus,marina,0
23286,"585, G1A, G1A_585","DSM 25081, LMG 26646",1,1,"Sphingorhabdus planktonica",Sphingorhabdus,planktonica,0
14293,Y2,"DSM 19791, JCM 13185, KCTC 12019, CIP 109169, NCIMB 14270",1,1,"Sphingosinicella microcystinivorans",Sphingosinicella,microcystinivorans,0
14295,KSL-125,"DSM 17328, KCTC 12482",1,1,"Sphingosinicella soli",Sphingosinicella,soli,0
11265,"CXB 654","DSM 45414, LMG 25485, JCM 16559",1,1,"Spinactinospora alkalitolerans",Spinactinospora,alkalitolerans,1
133180,,"SSL 50, CECT 9117, IBRC-M 11076",1,1,"Spiribacter roseus",Spiribacter,roseus,0
16916,"UNCC 1030","DSM 43034, ATCC 15331, CBS 291.64, IFO 12248, KCC A-0041, NBRC 12248, JCM 3041, BCRC 13427, IFM 1140, IMET 9031, IMSNU 20128, KACC 20036, KCTC 9179, KCTC 9488, NCIMB 13270, NRRL B-3350, VKM Ac-670, VKM Ac-926",1,1,"Spirillospora albida",Spirillospora,albida,1
14337,,"DSM 17781, ATCC BAA-1285, SIP 1",1,1,"Spirochaeta cellobiosiphila",Spirochaeta,cellobiosiphila,0
132974,5516J-17,"DSM 28388, JCM 19950, KACC 17323",1,1,"Spirosoma aerophilum",Spirosoma,aerophilum,0
23883,,"DSM 26130, LMG 27272, EX 36",1,1,"Spirosoma endophyticum",Spirosoma,endophyticum,0
140567,15J8-12,"JCM 31407, KCTC 52510",1,1,"Spirosoma knui",Spirosoma,knui,0
141167,15J16-2T3A,"KCTC 52029, JCM 31999",1,1,"Spirosoma litoris",Spirosoma,litoris,0
3822,,"DSM 21099, KCTC 22263, Gsoil 1519",1,1,"Spirosoma panaciterrae",Spirosoma,panaciterrae,0
158419,HA7,"DSM 105799, LMG 30282",1,1,"Spirosoma pollinicola",Spirosoma,pollinicola,0
134302,WPCB118,"KCTC 12531, NBRC 101117",1,1,"Spirosoma rigui",Spirosoma,rigui,0
133260,MIMBbqt12,"MCCC 1K01308, KCTC 42805",1,1,"Spirosoma soli",Spirosoma,soli,0
17909,"GP-MBA-4/7.1., Gp_4_7.1","DSM 17749, NCIMB 14401",1,1,"Spongiispira norvegica",Spongiispira,norvegica,0
11849,"ZLJ 115","DSM 16796, AS 1.5019",1,1,"Sporacetigenium mesophilum",Sporacetigenium,mesophilum,1
18011,,"DSM 13106, CIP 106730, Lup 33",1,1,"Sporanaerobacter acetigenes",Sporanaerobacter,acetigenes,1
14385,M-8,"DSM 442, ATCC 23492, NCIB 10269, CCUG 33623, LMG 16675, CIP 104421, IAM 12321, JCM 2513, LMG 6329, BCRC 11598, CECT 692, KCTC 3117, NBRC 102473, NCIMB 10269",1,1,"Sporolactobacillus laevolacticus",Sporolactobacillus,laevolacticus,1
133204,GD201205,"CICC 23867, KCTC 15488",1,1,"Sporolactobacillus pectinivorans",Sporolactobacillus,pectinivorans,1
14405,QC81-06,"DSM 21265, JCM 15325",1,1,"Sporolactobacillus putidus",Sporolactobacillus,putidus,1
140530,MK21-7,"NBRC 111517, LMG 29111, TISTR 2466",1,1,"Sporolactobacillus shoreicorticis",Sporolactobacillus,shoreicorticis,1
14404,SL153,"DSM 21990, JCM 14637, KCTC 5376",1,1,"Sporolactobacillus vineae",Sporolactobacillus,vineae,1
17205,AeG,"DSM 23256, JCM 15556, KCTC 5668",1,1,"Sporolituus thermophilus",Sporolituus,thermophilus,1
2873,SOL3f37,"DSM 21485, JCM 15487, KCTC 15135",1,1,"Sporosalibacterium faouarense",Sporosalibacterium,faouarense,1
140261,MRo-4,"DSM 28179, VKM B-2948",1,1,"Sporosalibacterium tautonense",Sporosalibacterium,tautonense,1
11994,SW28,"DSM 14554, JCM 10887, KCCM 41039, CCUG 56481, KCTC 3840, ATCC BAA-723, CGMCC 1.3644, CIP 107478",1,1,"Sporosarcina aquimarina",Sporosarcina,aquimarina,1
12001,,"DSM 22204, CCUG 53915",1,1,"Sporosarcina contaminans",Sporosarcina,contaminans,1
11996,F73,"DSM 16921, CIP 109817, KACC 11299, JCM 16400, NBRC 106531",1,1,"Sporosarcina koreensis",Sporosarcina,koreensis,1
12006,6062,"DSM 23544, CCUG 59649, LMG 26022",1,1,"Sporosarcina newyorkensis",Sporosarcina,newyorkensis,1
11997,I80,"DSM 16920, CIP 109802, KACC 11300, JCM 16401, NBRC 106532",1,1,"Sporosarcina soli",Sporosarcina,soli,1
140528,LZ2,"KACC 18822, MCCC 1K03174",1,1,"Sporosarcina terrae",Sporosarcina,terrae,1
12000,,"DSM 22203, CCUG 53480",1,1,"Sporosarcina thermotolerans",Sporosarcina,thermotolerans,1
5848,LLR-40K-21,"DSM 44728, CIP 108903, NRRL B-16338, JCM 14905, BCRC 16844, NBRC 102104",1,1,"Stackebrandtia nassauensis",Stackebrandtia,nassauensis,0
166515,THS-13,"BCRC 81158, LMG 30925, KCTC 62868",1,1,"Stagnimonas aquatica",Stagnimonas,aquatica,0
158594,,"KEMB 9005-324, JCM 31498, Yeonmyeong 1-13",1,1,"Stakelama algicida",Stakelama,algicida,0
14297,,"DSM 25059, CGMCC 1.7294, LMG 24686, JLT 832",1,1,"Stakelama pacifica",Stakelama,pacifica,0
14677,"6 VT, 6-4","DSM 23656, CCUG 59809",1,1,"Staphylococcus agnetis",Staphylococcus,agnetis,0
14506,"LK 499","DSM 20326, ATCC 27840, CCM 2734, CCUG 7326, NCTC 11045, CIP 81.53, JCM 2420, GIFU 9121",1,1,"Staphylococcus capitis",Staphylococcus,capitis,0
159066,,"DSM 105892, SDB 2975, CECT 9737",1,1,"Staphylococcus debuckii",Staphylococcus,debuckii,0
14676,"KS-SP60, KS-SP 60","DSM 25293, CCUG 58238, LMG 25332, CCM 7896, CIP 110234",1,1,"Staphylococcus devriesei",Staphylococcus,devriesei,0
14673,5402776,"DSM 23764, CCUG 55927, CSUR P23, CCM 7895",1,1,"Staphylococcus massiliensis",Staphylococcus,massiliensis,0
24597,SEQ110,"DSM 26618, CCM 8494, CCUG 62657, LMG 26879",1,1,"Staphylococcus petrasii",Staphylococcus,petrasii,0
14671,B3117,"DSM 19554, CCUG 51270, CIP 107711, CCM 7495",1,1,"Staphylococcus pettenkoferi",Staphylococcus,pettenkoferi,0
166184,S04009,"DSM 107950, CCUG 72763, NCTC 14184",1,1,"Staphylococcus pseudoxylosus",Staphylococcus,pseudoxylosus,0
14665,,"CCUG 51256, DSM 17636, CCM 7213, CIP 108931, LMG 22723",1,1,"Staphylococcus simiae",Staphylococcus,simiae,0
158479,,"DSM 106793, CGMCC 1.15879, SCSIO 07575",1,1,"Staphylospora marina",Staphylospora,marina,1
64,,"DSM 5900, ATCC 43930, AUCM B-1137, BKM B-1137, DSM 3698, VKM B-1137",1,1,"Stella humosa",Stella,humosa,0
140359,BII-R7,"DSM 103927, CECT 9180, LMG 29893",1,1,"Stenotrophomonas bentonitica",Stenotrophomonas,bentonitica,0
133582,MJ03,"KCTC 22451, JCM 16244, CCUG 59871",1,1,"Stenotrophomonas daejeonensis",Stenotrophomonas,daejeonensis,0
17566,R-32729,"DSM 18929, LMG 23959, CCUG 54881",1,1,"Stenotrophomonas humi",Stenotrophomonas,humi,0
132060,"WS 40","DSM 28278, LMG 29942, CIP 111742, WS 40",1,1,"Stenotrophomonas indicatrix",Stenotrophomonas,indicatrix,0
158735,M15,"LMG 29943, DSM 104152, CIP 111740",1,1,"Stenotrophomonas lactitubi",Stenotrophomonas,lactitubi,0
17570,,"CCUG 59972, DSM 25135, CBMAI 564, ICB 89, LMG 25348, CIP 111741",1,1,"Stenotrophomonas pavanii",Stenotrophomonas,pavanii,0
17567,R-32768,"CCUG 54880, DSM 18941, CIP 109813, LMG 23958",1,1,"Stenotrophomonas terrae",Stenotrophomonas,terrae,0
17663,FS,"DSM 18526, JCM 14622",1,1,"Steroidobacter denitrificans",Steroidobacter,denitrificans,0
166250,JW-3,"CCTCC AB 2018184, KCTC 62820",1,1,"Steroidobacter soli",Steroidobacter,soli,0
23072,HM-480,"DSM 24645, ACC 2",1,1,"Stomatobaculum longum",Stomatobaculum,longum,0
134320,AM11,"NBRC 103185, KCTC 19278, DSM 108658, JCM 16223",1,1,"Streptacidiphilus anmyonensis",Streptacidiphilus,anmyonensis,1
134322,SB-B34,"NBRC 103184, KCTC 19280, DSM 108659, JCM 16224",1,1,"Streptacidiphilus melanogenes",Streptacidiphilus,melanogenes,1
158316,NEAU-SW11,"DSM 105744, CGMCC 4.7427",1,1,"Streptacidiphilus monticola",Streptacidiphilus,monticola,1
14879,TH49,"DSM 45098, CGMCC 4.2012, CIP 109342, JCM 13271, KCTC 19220, BCRC 16837",1,1,"Streptacidiphilus oryzae",Streptacidiphilus,oryzae,1
159753,MMS16-CNU450,"KCTC 49008, JCM 32300",1,1,"Streptacidiphilus pinicola",Streptacidiphilus,pinicola,1
134321,AM16,"NBRC 103186, KCTC 19279, DSM 108660, JCM 16225",1,1,"Streptacidiphilus rugosus",Streptacidiphilus,rugosus,1
13492,"Bristol Labs C 677-91","DSM 44523, ATCC 31217, FERM P-4070, IFO 14056, JCM 3268, NCIB 12539, NRRL B-11280, IFO 15115, IMSNU 21311, KACC 20012, KCTC 9126, KCTC 9183, KCTC 9219, NBRC 14056, NBRC 15115, NCIMB 12539, VKM Ac-683",1,1,"Streptoalloteichus hindustanus",Streptoalloteichus,hindustanus,1
13493,"A12253. 1","DSM 40477, ATCC 17920, CBS 697.72, IFO 16176, ISP 5477, JCM 4838, NBRC 16176, NBRC 16177, NRRL B-12390T, RIA 1357, NRRL B-12390, BCRC 12593, IFO 13396, IFO 16175, IFO 16177, IFO 16188, LMG 5988, NBIMCC 841, NBRC 16175, NBRC 16188, NCIMB 11028, NRRL 3816, VKM Ac-1870",1,1,"Streptoalloteichus tenebrarius",Streptoalloteichus,tenebrarius,1
131364,131000547,"DSM 29248, CCM 8542, CCUG 66203, DSM 29548, CIP 110948",1,1,"Streptobacillus felis",Streptobacillus,felis,0
132487,OGS16,"DSM 101843, JCM 31098, CIP 110950",1,1,"Streptobacillus ratti",Streptobacillus,ratti,0
24605,SK1267,"DSM 25818, CCUG 39159, CIP 110790",1,1,"Streptococcus anginosus subsp. whileyi",Streptococcus,anginosus,0
156938,,"CECT 8872, CCUG 67170",1,1,"Streptococcus caprae",Streptococcus,caprae,0
14827,M605815/03/2,"DSM 17536, CCUG 48115, CIP 108205",1,1,"Streptococcus castoreus",Streptococcus,castoreus,0
140263,,"DSM 102819, TISTR 2371, Cavy grass 6",1,1,"Streptococcus caviae",Streptococcus,caviae,0
158498,Z15,"DSM 106182, CGMCC 1.16529",1,1,"Streptococcus chenjunshii",Streptococcus,chenjunshii,0
14722,4055,"DSM 20575, ATCC 27823, CIP 103247, CCUG 24889, NCTC 11325, LMG 14507, JCM 12994, KCTC 15405, VPI 3810, NCDO 2226, NCIMB 702226",1,1,"Streptococcus constellatus",Streptococcus,constellatus,0
24606,SK1359,"DSM 25819, CCUG 62387, CIP 110789",1,1,"Streptococcus constellatus subsp. viborgensis",Streptococcus,constellatus,0
14846,,"DSM 21999, CCUG 58728, JCM 15752, NUM 1529",1,1,"Streptococcus dentapri",Streptococcus,dentapri,0
24608,,"DSM 25137, JCM 17943, NUM 1808",1,1,"Streptococcus dentasini",Streptococcus,dentasini,0
133152,,"DSM 27381, JCM 19284, NUM 2404",1,1,"Streptococcus dentiloxodontae",Streptococcus,dentiloxodontae,0
14841,,"CCUG 55774, DSM 18963, JCM 14596, NUM 1303T",1,1,"Streptococcus dentirousetti",Streptococcus,dentirousetti,0
14729,8S1,"DSM 20646, ATCC 33477, CIP 103225, NCDO 2721, LMG 16520",1,1,"Streptococcus ferus",Streptococcus,ferus,0
14823,,"DSM 17028, CCUG 48324, CIP 108195, SAC M512/02/01",1,1,"Streptococcus halichoeri",Streptococcus,halichoeri,0
133156,HTS9,"DSM 101996, CGMCC 1.15532",1,1,"Streptococcus halotolerans",Streptococcus,halotolerans,0
133338,HTS2,"DSM 101997, CGMCC 1.15533",1,1,"Streptococcus himalayensis",Streptococcus,himalayensis,0
23300,HKU30,"CCUG 66491, DSM 26014, CECT 8154",1,1,"Streptococcus hongkongensis",Streptococcus,hongkongensis,0
14848,MV1,"CCUG 66490, DSM 23027, CECT 7613",1,1,"Streptococcus lactarius",Streptococcus,lactarius,0
14835,M54/01/1,"DSM 18627, CCUG 48494, CIP 108309, SAC M54/01/1",1,1,"Streptococcus marimammalium",Streptococcus,marimammalium,0
133203,HTS5,"DSM 101995, CGMCC 1.15534",1,1,"Streptococcus marmotae",Streptococcus,marmotae,0
14830,4401825,"DSM 18628, CCUG 49690, CIP 108498",1,1,"Streptococcus massiliensis",Streptococcus,massiliensis,0
14844,WUE3771,"DSM 19192, CCUG 54871",1,1,"Streptococcus merionis",Streptococcus,merionis,0
24610,"7747, Str. 7747","CCUG 66492, DSM 27088, CECT 8312, NBRC 113013",1,1,"Streptococcus oralis subsp. dentisani",Streptococcus,oralis,0
14740,"LVG/l, PB182, PB 182","DSM 20627, ATCC 35037, KCTC 13048, NCTC 11427, NBRC 113011, JCM 12997, CCUG 13229, CCUG 24891, CCUG 25610, CECT 907, CIP 102922, LMG 14532, KCTC 3285, NCDO 2680",1,1,"Streptococcus oralis",Streptococcus,oralis,0
14849,AZ_3a,"DSM 24864, CCOS 600, CCUG 66514, NBRC 113012",1,1,"Streptococcus oralis subsp. tigurinus",Streptococcus,oralis,0
140138,M8,"CCUG 70868, DSM 100101, JCM 30719",1,1,"Streptococcus oricebi",Streptococcus,oricebi,0
24607,,"DSM 25193, JCM 17942, NUM 1801",1,1,"Streptococcus orisasini",Streptococcus,orisasini,0
14828,,"DSM 18307, JCM 14035, CCUG 55425, NUM 1001, CIP 109648",1,1,"Streptococcus orisuis",Streptococcus,orisuis,0
157127,,"CCUG 69612, CECT 9179",1,1,"Streptococcus ovuberis",Streptococcus,ovuberis,0
140230,"TA 26, TA26","DSM 102135, CGMCC 1.15667",1,1,"Streptococcus pantholopis",Streptococcus,pantholopis,0
158794,,"CECT 8596, DSM 26545, CAIM 1838, CIP 111643",1,1,"Streptococcus penaeicida",Streptococcus,penaeicida,0
14818,T70,"DSM 15636, ATCC 700864, CIP 106120, LMG 14177, NCIMB 13699, CCUG 43803",1,1,"Streptococcus pluranimalium",Streptococcus,pluranimalium,0
14845,2923-03,"DSM 23759, CCUG 55896, CECT 7374",1,1,"Streptococcus porci",Streptococcus,porci,0
158414,HTS25,"DSM 101998, CGMCC 1.15531",1,1,"Streptococcus respiraculi",Streptococcus,respiraculi,0
24609,"beta 112/2b","DSM 26920, LMG 27207, CCUG 66516",1,1,"Streptococcus rubneri",Streptococcus,rubneri,0
140411,GUT-187,"DSM 104980, JCM 31869",1,1,"Streptococcus ruminantium",Streptococcus,ruminantium,0
23299,,"DSM 25324, JCM 18038, CCUG 70864, TKU 31",1,1,"Streptococcus troglodytae",Streptococcus,troglodytae,0
133794,"M09-11185, ABB-12D01","ATCC BAA-2337, KCTC 33006",1,1,"Streptococcus troglodytidis",Streptococcus,troglodytidis,0
14787,,"DSM 20569, ATCC 19436, CCUG 17930, JCM 5709, NCDO 2038, NCTC 3858, BCRC 12579, CCUG 27579, CECT 994, CIP 103219, LMG 9465, NCIMB 702038",1,1,"Streptococcus uberis",Streptococcus,uberis,0
14847,,"DSM 22768, JCM 16316, CCUG 70863, NUM 1615, KCTC 15134",1,1,"Streptococcus ursoris",Streptococcus,ursoris,0
1569,H96B60,"DSM 22440, CGMCC 1.7733",1,1,"Streptohalobacillus salinus",Streptohalobacillus,salinus,0
,,,,,,,,1
11251,,"DSM 45171, CCTCC AA 208048, YIM 91353",1,1,"Streptomonospora amylolytica",Streptomonospora,amylolytica,1
11231,S186,"DSM 45083, CGMCC 4.2057, JCM 16007",1,1,"Streptomonospora arabica",Streptomonospora,arabica,1
11252,,"DSM 45155, CCTCC AA 208047, YIM 91394, JCM 31753",1,1,"Streptomonospora flavalba",Streptomonospora,flavalba,1
11250,,"DSM 45075, KCTC 19236, YIM 91355, JCM 18123",1,1,"Streptomonospora halophila",Streptomonospora,halophila,1
24259,12A09,"DSM 45927, CCTCC AB 2013140, KCTC 29145",1,1,"Streptomonospora nanhaiensis",Streptomonospora,nanhaiensis,1
23167,,"DSM 45723, CCTCC AB 2012051, YIM M11335, JCM 31080",1,1,"Streptomonospora sediminis",Streptomonospora,sediminis,1
24621,"A 191","DSM 42080, NBRC 109094",1,1,"Streptomyces abietis",Streptomyces,abietis,1
16142,AS-803,"DSM 40831, ATCC 12766, CBS 487.62, NRRL B-1518, RIA 497, JCM 4002, BCRC 12461, CGMCC 4.1662, CIP 108146, IFO 13860, KCTC 9662, KCTC 9741, NBIMCC 1606, NBRC 13860, NCB 260, NRRL B-2113, PCM 2364, CCRC 12461, KCC S-0002, IAM 0001, AS 4.1162",1,1,"Streptomyces abikoensis",Streptomyces,abikoensis,1
16499,,"DSM 42024, CCTCC AA 2010008, YIM M 10400",1,1,"Streptomyces abyssalis",Streptomyces,abyssalis,1
167975,K1PN6,"NBRC 114304, TBRC 11341, DSM 114153",1,1,"Streptomyces acidicola",Streptomyces,acidicola,1
140494,"WH-9, IMER00657","NBRC 109810, KACC 17197, DSM 111621",1,1,"Streptomyces adustus",Streptomyces,adustus,1
24619,,"DSM 42133, CGMCC 4.5739, NBRC 108211, TRM 46012",1,1,"Streptomyces aidingensis",Streptomyces,aidingensis,1
14888,13246,"DSM 40478, ATCC 14698, CBS 698.72, IFO 13397, ISP 5478, JCM 4715, KCC S-0715, NBRC 13397, RIA 1358, CECT 3226, CGMCC 4.1580, IMSNU 20132, KCTC 1741, MTCC 924, NRRL B-3605, VKM Ac-1753",1,1,"Streptomyces albaduncus",Streptomyces,albaduncus,1
166321,,"CCTCC AA 2018085, KCTC 49272, TRM 68295",1,1,"Streptomyces albicerus",Streptomyces,albicerus,1
14934,"5045, 3008","DSM 40045, ATCC 12626, ATCC 23874, CBS 613.68, IFO 13196, IMRU 3008, ISP 5045, NBRC 13196, RIA 1112, JCM 4615, BCRC 13664, CGMCC 4.1461, CIP 104427, IFO 3438, IMET 42936, KCTC 9674, LMG 19364, NBRC 3438, NRRL B-1273, NRRL B-2373, VKM Ac-972, KCC S-0615",1,1,"Streptomyces alboflavus",Streptomyces,alboflavus,1
16321,"IMC S-0602","DSM 41674, ATCC 29808, IFO 13846, JCM 3399, NBRC 13846, CGMCC 4.1628, KCTC 9664, KCTC 9762, MTCC 6918, NRRL B-16926",1,1,"Streptomyces albospinus",Streptomyces,albospinus,1
16467,,"DSM 41909, NRRL 18513",1,1,"Streptomyces aldersoniae",Streptomyces,aldersoniae,1
132341,XY25,"DSM 103384, CCTCC AA 2015019, KCTC 39571",1,1,"Streptomyces alfalfae",Streptomyces,alfalfae,1
167266,OF1,"MCC 3841T, MTCC 12906T, PCM 3001, NCIMB 15195, MCC 3841, MTCC 12906",1,1,"Streptomyces alkaliterrae",Streptomyces,alkaliterrae,1
16453,D65,"DSM 42036, CGMCC 4.3510, NRRL B-24611, JCM 16122",1,1,"Streptomyces alni",Streptomyces,alni,1
159629,HST21,"DSM 107267, CECT 9647",1,1,"Streptomyces altiplanensis",Streptomyces,altiplanensis,1
141107,1H-SSA8,"CGMCC 4.7350, DSM 103128",1,1,"Streptomyces amphotericinicus",Streptomyces,amphotericinicus,1
140853,KC-112,"KCTC 29502, NBRC 110085, PCU 347, TISTR 2401, DSM 112674",1,1,"Streptomyces andamanensis",Streptomyces,andamanensis,1
16326,,"DSM 41683, ATCC 15484, IAM 6A-704, IFO 3934, JCM 4053, KCC S-0053, NBRC 3934, NRRL B-2347, CGMCC 4.1918, CIP 106838, KCTC 1089, NRRL B-3306, VTT E-072759",1,1,"Streptomyces angustmyceticus",Streptomyces,angustmyceticus,1
14992,Beijerinck,"DSM 40361, ATCC 27416, CBS 100.18, CBS 670.72, IFO 13369, ISP 5361, JCM 4721, KCC S-0721, NBRC 13369, RIA 1330, BCRC 15152, CGMCC 4.1421, IMET 43334, KCTC 9756, LMG 19301, LMG 8583, NRRL B-2000, VKM Ac-728, VTT E-991427",1,1,"Streptomyces anulatus",Streptomyces,anulatus,1
159778,,"KCTC 39610, CCTCC AA 2015009, TRM 46399",1,1,"Streptomyces aqsuensis",Streptomyces,aqsuensis,1
132442,"ZLN 234","DSM 100713, CCTCC AA 2015005",1,1,"Streptomyces arcticus",Streptomyces,arcticus,1
15001,"NA 269-M2","DSM 40293, ATCC 25428, CBS 926.69, ETH 24429, IFO 13016, ISP 5293, NBRC 13016, NRRL 2377, RIA 1208, JCM 4452, BCRC 11827, CGMCC 4.1610, VKM Ac-1201",1,1,"Streptomyces arenae",Streptomyces,arenae,1
