ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,"Incubation period (in days)"
16205,,"DSM 41472, ATCC 43681, INA 1655, JCM 6919, BCRC 16857, CGMCC 4.1648, IFO 15400, NBRC 15400, NRRL B-16364, VKM Ac-1208",1,1,"Streptomyces coeruleoprunus",Streptomyces,coeruleoprunus,"10-14 days"
15107,4562,"DSM 40146, ATCC 19742, ATCC 19896, CBS 481.68, IFO 12758, ISP 5146, NBRC 12758, RIA 1023",1,1,"Streptomyces coerulescens",Streptomyces,coerulescens,"10-14 days"
15108,"Ist 301","DSM 40129, ATCC 19743, CBS 482.68, DSM 2012, ETH 24318, IFO 12759, ISP 5129, JCM 4361, RIA 1024, BCRC 11465, CGMCC 4.1623, KCTC 9713, NBRC 12759, NRRL B-5412, VKM Ac-710",1,1,"Streptomyces collinus",Streptomyces,collinus,"10-14 days"
15112,,"DSM 40340, ATCC 25444, CBS 677.69, IFO 13032, ISP 5340, JCM 4286, KCC S-0286, NBRC 13032, NCIB 9476, RIA 1224, BCRC 11821, CGMCC 4.1592, JCM 4467, KCTC 9715, LMG 20488, NCIMB 9476, NCIMB 9979, NRRL B-12289, VKM Ac-1906",1,1,"Streptomyces corchorusii",Streptomyces,corchorusii,"10-14 days"
16376,CR-43,"DSM 41827, ATCC 55274, JCM 11306, NCIMB 13455, NRRL B-16897, BCRC 16858, NBRC 100773",1,1,"Streptomyces murinus",Streptomyces,murinus,"10-14 days"
15114,,"DSM 40107, ATCC 13385, CBS 484.68, IFO 12761, ISP 5107, JCM 4219, NBRC 12761, RIA 1026, SC 3064, ATCC 19745, BCRC 13766, CCT 4642, CCT 4643, CGMCC 4.1680, JCM 4573, LMG 8588, NRRL B-2901, RIA 849, VKM Ac-621",1,1,"Streptomyces curacoi",Streptomyces,curacoi,"10-14 days"
15115,,"DSM 40148, ATCC 19746, ATCC 23619, CBS 485.68, ETH 24190, IFO 13190, INA 99/54, ISP 5148, NBRC 13190, RIA 1027, JCM 4364, BCRC 11467, CGMCC 4.1612, IMET 41583, KCCM 40517, NCIMB 13021, NRRL B-2570, VKM Ac-752, VTT E-072752",1,1,"Streptomyces cyaneofuscatus",Streptomyces,cyaneofuscatus,"10-14 days"
16179,,"DSM 41427, AS 4.1861, IFO 13977, JCM 4550, KCC S-0550, NBRC 13977, NCIB 9752, NRRL 2666, CGMCC 4.1861, CGMCC 4.1915, CIP 106836, NCIMB 10502, NCIMB 9752, NRRL ISP-5087",1,1,"Streptomyces decoyicus",Streptomyces,decoyicus,"10-14 days"
15123,,"DSM 40496, ATCC 3315, CBS 713.72, IFO 13412, IFO 3714, ISP 5496, JCM 4128, JCM 4745, NBRC 13412, NBRC 3714, NRRL B-1270, RIA 1373, BCRC 15168, CBS 126.20, CCM 3167, CCUG 11116, CGMCC 4.1420, IMET 40274, LMG 19322, MTCC 1394, NRRL B-1241, RIA 104, VKM Ac-723",1,1,"Streptomyces diastaticus",Streptomyces,diastaticus,"10-14 days"
15125,"Ogata 207","DSM 40449, ATCC 12309, CBS 370.58, CBS 690.72, ETH 31546, IFO 13389, IFO 3337, ISP 5449, JCM 4119, JCM 4746, KCC S-0119, KCC S-0746, NBRC 13389, NBRC 3337, NRRL B-1698, PSA 218, RIA 1350, VKM Ac-1760, BCRC 13668, CFBP 4540, CGMCC 4.1606, CIP 105123, KACC 20133, VTT E-042624, CCM 3113, KCC S-0244",1,1,"Streptomyces diastatochromogenes",Streptomyces,diastatochromogenes,"10-14 days"
15128,"FH 1279","DSM 40743, ATCC 13441, JCM 4957, CGMCC 4.1674, IFO 15409, KCTC 9722, NBRC 15409, NRRL B-12103",1,1,"Streptomyces djakartensis",Streptomyces,djakartensis,"10-14 days"
16403,M7a,"DSM 41857, CCT 5476, CIP 107837, NBRC 101007, NRRL B-24297, CBMAI 498, JCM 13580, CBMAI 0498",1,1,"Streptomyces drozdowiczii",Streptomyces,drozdowiczii,"10-14 days"
158423,NEAU-S1GS20,"DSM 104538, CCTCC AA 2017006",1,1,"Streptomyces durbertensis",Streptomyces,durbertensis,"7 days"
16406,"MS 405","DSM 41863, CIP 108995, JCM 16011",1,1,"Streptomyces durmitorensis",Streptomyces,durmitorensis,"10-14 days"
16335,,"DSM 41696, IFO 14238, JCM 5016, KCC S-0516, NBRC 14238, NCIMB 12831, NRRL 8144, BCRC 16859, CGMCC 4.1707, KCTC 9725, KCTC 9776",1,1,"Streptomyces echinoruber",Streptomyces,echinoruber,"10-14 days"
16190,,"DSM 41454, ATCC 43682, INMI 40-31, VKM Ac-130, JCM 9088, CGMCC 4.1586, NBRC 100763, NRRL B-16365",1,1,"Streptomyces rochei",Streptomyces,rochei,"10-14 days"
16158,"549-A1, 549-A1 (NIHJ 267)","DSM 40604, ATCC 27428, CBS 792.72, IFO 13491, ISP 5604, JCM 4029, NBRC 13491, NIHJ 267, NRRL B-1676, RIA 1452, RIA 733, BCRC 12424, CECT 3259, CGMCC 4.1086, CIP 108155, IMET 43412, JCM 4749, KCTC 9884, MTCC 2531, NCB 264, VKM Ac-903, CCRC 12424, KCC S-0749, AS 4.1086",1,1,"Streptomyces eurocidicus",Streptomyces,eurocidicus,"10-14 days"
15135,,"DSM 40014, ATCC 14975, ATCC 19749, CBS 488.68, IFO 12764, ISP 5014, NBRC 12764, NRRL 2539, RIA 1030, JCM 4206, BCRC 13650, CGMCC 4.1697, IMET 43078, JCM 4575, KCTC 9731, VKM Ac-1729",1,1,"Streptomyces eurythermus",Streptomyces,eurythermus,"10-14 days"
16385,SF0p68,"DSM 41836, CGMCC 4.1985, NCIMB 13954, JCM 14344, VTT E-072715",1,1,"Streptantibioticus ferralitis",Streptantibioticus,ferralitis,"10-14 days"
15139,1-C-9,"DSM 40022, ATCC 19753, CBS 492.68, IFO 12767, ISP 5022, NBRC 12767, RIA 1034, JCM 4122, BCRC 13644, CGMCC 4.1656, HAMBI 1010, IFM 1180, IMET 43562, JCM 4576, NCIMB 13018, NRRL B-2114, VKM Ac-1266",1,1,"Streptomyces filamentosus",Streptomyces,filamentosus,"10-14 days"
15142,,"DSM 40942, ATCC 15051, CBS 453.65, NRRL B-3175, JCM 5080, CGMCC 4.1598, IFO 15411, KCTC 19940, MTCC 1768, NBRC 15411, NCIMB 13039, VKM Ac-761",1,1,"Streptomyces fimbriatus",Streptomyces,fimbriatus,"10-14 days"
15154,"Actinomyces 168","DSM 40061, ATCC 19754, ATCC 25460, ATCC 3319, CBS 493.68, CBS 693.69, DSM 40328, ETH 12399, IAM 0117, IFO 12768, IMET 40233, IMRU 3319, ISP 5061, ISP 5328, JCM 4032, JCM 4577, KCC S-0032, KCC S-0577, NBRC 12768, NRRL B-1334, NRRL B-2688, RIA 1035, BCRC 12489, CBS 128.20, CCM 3171, CECT 3181, CGMCC 4.1432, HAMBI 893, ICMP 392, IFO 3408, IFO 3715, KCTC 9022, LMG 19328, NBRC 3408, NBRC 3715, RIA 485, VKM Ac-965",1,1,"Streptomyces flaveolus",Streptomyces,flaveolus,"10-14 days"
15161,"Medipex SA-IX-3","DSM 40366, ATCC 27430, CBS 411.59, CBS 672.72, IFO 13371, ISP 5366, JCM 4753, NBRC 13371, RIA 1332, BCRC 15154, LMG 8598, NRRL B-12307, VKM Ac-1179",1,1,"Streptomyces flavofungini",Streptomyces,flavofungini,"10-14 days"
16210,,"DSM 41479, ATCC 43684, DSM 41503, DSM 41688, INMI 702, NRRL B-16367, VKM Ac-141, JCM 9089, CGMCC 4.1942, NBRC 100764",1,1,"Streptomyces variegatus",Streptomyces,variegatus,"10-14 days"
15163,,"DSM 40062, ATCC 19758, ATCC 3320, CBS 129.20, CBS 496.68, IFO 12771, IFO 3412, IMRU 3320, ISP 5062, JCM 4035, JCM 4578, KCC S-0035, NBRC 12771, NBRC 3412, NRRL B-1329, NRRL B-2685, RIA 1038, RIA 635, BCRC 13689, CBS 189.75, CBS 279.30, CCM 3243, CGMCC 4.0575, HAMBI 1007, HUT 6019, HUT 6053, ICMP 479, IFO 3197, IFO 3716, IMET 40280, LMG 20516, NBRC 3197, NBRC 3716, VKM Ac-1723, VTT E-052937, VTT E-82159",1,1,"Streptomyces flavovirens",Streptomyces,flavovirens,"10-14 days"
15168,,"DSM 40153, ATCC 19759, ATCC 19903, CBS 497.68, IFO 12772, INA 2314/53, ISP 5153, NBRC 12772, RIA 1039, JCM 4372, BCRC 11474, CGMCC 4.1960, IMET 42058, NRRL ISP-5153, VKM Ac-754",1,1,"Streptomyces pilosus",Streptomyces,pilosus,"10-14 days"
16304,,"DSM 41455, INMI 34-280, JCM 9090, VKM Ac-158, IFO 15897, LMG 19901, NBRC 15897, NRRL B-24329, VTT E-072709",1,1,"Streptomyces fulvorobeus",Streptomyces,fulvorobeus,"10-14 days"
15208,,"DSM 40154, ATCC 19904, ATCC 25454, CBS 260.66, CBS 687.69, IFO 13042, INA 10256/54, ISP 5154, JCM 4477, KCC S-0477, NBRC 13042, VKM Ac-1845, BCRC 12058, CGMCC 4.1732, NRRL B-3898, NRRL B-5420, RIA 1234",1,1,"Streptomyces fumanus",Streptomyces,fumanus,"10-14 days"
15209,145,"DSM 43154, ATCC 19345, JCM 3101, KCC A-0101, RIA 884, BCRC 12344, CBS 639.66, CGMCC 4.1909, CMI 117720, IFO 12999, NBRC 12999, NCIMB 11004, NRRL B-3856",1,1,"Streptomyces fumigatiscleroticus",Streptomyces,fumigatiscleroticus,"10-14 days"
,,,,,,,,"4 days"
15215,,"DSM 40935, IFM 1024, JCM 4171, KCC S-0171, NRRL B-1872, CGMCC 4.1971, IFO 15412, KCTC 19062, NBRC 15412, NCIMB 12858",1,1,"Streptomyces gancidicus",Streptomyces,gancidicus,"10-14 days"
15219,"FH 1278","DSM 40742, ATCC 15303, CBS 546.70, JCM 4962, CECT 3209, CGMCC 4.1966, IFO 15413, NBRC 15413, NRRL B-12102, VKM Ac-844",1,1,"Streptomyces rochei",Streptomyces,rochei,"10-14 days"
15222,,"DSM 40155, ATCC 19761, ATCC 23622, CBS 499.68, DSM 41504, ETH 24204, ETH A3080, IFO 12774, INA 8731, ISP 5155, JCM 4377, KCC S-0377, NBRC 12774, NCIB 9619, NCIB 9844, RIA 1041, BCRC 11478, CBS 261.66, CECT 3133, CGMCC 4.1408, IMET 43584, KCTC 9881, LMG 19330, MTCC 276, NBIMCC 1638, NCIMB 9619, NCIMB 9844, NRRL B-2706, VKM Ac-617",1,1,"Streptomyces glaucescens",Streptomyces,glaucescens,"10-14 days"
16330,,"DSM 41689, ATCC 25183, IFO 15416, INA G-72, INMI 2979, JCM 6921, NBRC 15416, VKM Ac-1763, CGMCC 4.1943, NBRC 103021, NRRL B-24300",1,1,"Streptomyces glaucosporus",Streptomyces,glaucosporus,"10-14 days"
16175,,"DSM 41456, ATCC 43685, INA G-86, INMI 2965, JCM 6922, VKM Ac-803, CGMCC 4.1939, IFO 15417, NBRC 15417, NRRL B-16368",1,1,"Streptomyces glaucus",Streptomyces,glaucus,"10-14 days"
15235,,"DSM 40199, ATCC 15864, ATCC 23913, CBS 834.68, IFO 12867, INMI 2302, ISP 5199, KCTC 9026, NBRC 12867, NRRL B-2872, RIA 1151, RIA 335, JCM 4378, BCRC 11479, CCUG 11107, NCAIM B.01476, NCIMB 9796, VKM Ac-179",1,1,"Streptomyces globisporus",Streptomyces,globisporus,"10-14 days"
15249,BJ-333,"DSM 40815, ATCC 14979, IMRU 3736, JCM 13859, NRRL B-2292, CGMCC 4.1969, LMG 19896, NCIMB 12861",1,1,"Streptomyces globosus",Streptomyces,globosus,"10-14 days"
16191,,"DSM 41457, INA 3980, VKM Ac-834, JCM 9091, CGMCC 4.1940, IFO 15898, NBRC 15898",1,1,"Streptomyces glomeratus",Streptomyces,glomeratus,"10-14 days"
15253,,"DSM 41782, ATCC 15866, IFO 15418, INMI 1464, JCM 4677, KCC S-0677, NBRC 15418, NRRL B-3375, RIA 683",1,1,"Streptomyces aurantiacus",Streptomyces,aurantiacus,"10-14 days"
16336,"MS 1480","DSM 41701, CBS 123.60, IFO 15419, JCM 5062, KCC S-1062, NBRC 15419, NRRL B-2596, CGMCC 4.1908",1,1,"Streptomyces gobitricini",Streptomyces,gobitricini,"10-14 days"
15255,Duché,"DSM 40324, AS 4.1854, ATCC 10975, ATCC 25455, CBS 422.34, CBS 688.69, ETH 10213, IFO 13043, IFO 3198, IMRU 3590, ISP 5324, JCM 4136, JCM 4478, KCC S-0136, KCC S-0478, NBRC 13043, NBRC 3198, PSA 224, BCRC 12105, CGMCC 4.1854, CGMCC 4.1885, CGMCC 4.2081, IMET 40289, NRRL B-1344, NRRL B-1903, RIA 1235, VKM Ac-713",1,1,"Streptomyces diastaticus",Streptomyces,diastaticus,"10-14 days"
16206,,"DSM 41474, INA 13982, JCM 6923, CGMCC 4.1941, IFO 15420, NBRC 15420, NRRL B-16369, VKM Ac-1847",1,1,"Streptomyces graminearus",Streptomyces,graminearus,"10-14 days"
15256,,"DSM 40430, ATCC 19840, CBS 682.72, IFO 13381, INMI AK-5, ISP 5430, KCC S-0763, NBRC 13381, RIA 1342, JCM 4763, BCRC 16244, IFO 15440, NBRC 15440, VKM Ac-1728",1,1,"Streptomyces griseoaurantiacus",Streptomyces,griseoaurantiacus,"10-14 days"
15261,,"DSM 40499, ATCC 14511, CBS 714.72, IFO 13413, ISP 5499, JCM 4039, JCM 4764, NBRC 13413, RIA 1374, BCRC 11818, CGMCC 4.1964, IFM 1229, KCTC 9027, NRRL B-12423",1,1,"Streptomyces griseochromogenes",Streptomyces,griseochromogenes,"10-14 days"
15267,,"DSM 40274, ATCC 23623, ATCC 23917, CBS 838.68, IFO 12871, INA 9673/55, ISP 5274, NBRC 12871, RIA 1192, JCM 4381, BCRC 11481, CGMCC 4.1409, KCTC 19071, LMG 19316, NCIMB 9825, NRRL B-5313, VTT E-022184",1,1,"Streptomyces griseoincarnatus",Streptomyces,griseoincarnatus,"10-14 days"
15272,,"DSM 40392, ATCC 12768, CBS 676.72, CCM 3242, DSM 41141, ETH 24459, IFO 13375, IMRU 3729, ISP 5392, JCM 4041, JCM 4765, KCC S-0041, NBRC 13375, NRRL B-1315, PSA 207, RIA 1336, NIHJ 22, BCRC 16229, CBS 112.66, CGMCC 4.1440, HUT 6058, IFM 1055, LMG 19356, VKM Ac-976",1,1,"Streptomyces griseoluteus",Streptomyces,griseoluteus,"10-14 days"
15273,13984,"DSM 40159, ATCC 19765, ATCC 23625, CBS 503.68, IFO 12778, INA 13984, ISP 5159, NBRC 12778, RIA 1045, JCM 4382, BCRC 13763, NCIMB 9845, NRRL B-5421",1,1,"Streptomyces griseomycini",Streptomyces,griseomycini,"10-14 days"
15275,,"DSM 40160, ATCC 19767, ATCC 19909, CBS 505.68, ETH 24199, IFO 12780, INA 6124/54, ISP 5160, NBRC 12780, RIA 1047, JCM 4383, BCRC 12104, NCIMB 9846, NRRL B-3982, VKM Ac-1894",1,1,"Streptomyces althioticus",Streptomyces,althioticus,"10-14 days"
15279,,"DSM 40469, ATCC 23627, ATCC 25459, CBS 692.69, IFO 13047, INA 7712, ISP 5469, NBRC 13047, RIA 1239, JCM 4481, BCRC 12124, CGMCC 4.1766, NRRL B-12384, VKM Ac-1203",1,1,"Streptomyces griseorubiginosus",Streptomyces,griseorubiginosus,"10-14 days"
15280,B-793,"DSM 40562, ATCC 27435, CBS 137.72, CBS 759.72, IFO 13458, ISP 5562, JCM 4766, NBRC 13458, RIA 1419, BCRC 15195, HAMBI 1009, IMET 43543, NRRL B-12498, VKM Ac-1731",1,1,"Streptomyces griseosporeus",Streptomyces,griseosporeus,"10-14 days"
15281,10381,"DSM 40161, ATCC 19768, ATCC 23628, CBS 506.68, ETH 28436, IFO 12781, INA 10381, ISP 5161, NBRC 12781, RIA 1048, JCM 4385, BCRC 12075, CECT 3273, KCTC 9878, NRRL B-5422, VKM Ac-968",1,1,"Streptomyces griseostramineus",Streptomyces,griseostramineus,"10-14 days"
16427,,"DSM 41900, YIM 47672, CCTCC AA 205017, JCM 15129",1,1,"Streptomyces hainanensis",Streptomyces,hainanensis,"10-14 days"
16472,Sp080513SC-31,"DSM 41970, NBRC 105049",1,1,"Streptomyces haliclonae",Streptomyces,haliclonae,"10-14 days"
15290,,"DSM 40042, ATCC 12236, ATCC 19771, CBS 509.68, IFO 12784, ISP 5042, KCC S-0172, KCC S-0585, NBRC 12784, NCIB 9410, RIA 1051, JCM 4172, BCRC 13653, CBS 164.64, IFM 1071, IMET 43082, JCM 4585, LMG 5975, NCIMB 9410, NRRL B-1988, PCM 2315, VKM Ac-1761",1,1,"Streptomyces hawaiiensis",Streptomyces,hawaiiensis,"10-14 days"
16386,,"DSM 41837, CCTCC AA 203005, CIP 107974, NBRC 101006, YIM 001, JCM 12696, NBRC 100914",1,1,"Streptomyces hebeiensis",Streptomyces,hebeiensis,"10-14 days"
16331,,"DSM 41690, IFO 15899, INA 2915, NBRC 15899, VKM Ac-1778, JCM 9767",1,1,"Streptomyces heliomycini",Streptomyces,heliomycini,"10-14 days"
15293,201,"DSM 40037, ATCC 19772, CBS 510.68, IFO 12785, ISP 5037, KCC S-0098, KCC S-0586, NBRC 12785, NRRL B-1823, RIA 1052, OEU 201, JCM 4098, BCRC 13375, CECT 3261, CGMCC 4.1948, CIP 108157, HUT 6033, IFO 3839, IMET 43546, JCM 4586, KCTC 9781, NBRC 3839, NCIMB 9838, NRRL B-5484, RIA 592, VKM Ac-902, CCRC 13375",1,1,"Streptomyces hiroshimensis",Streptomyces,hiroshimensis,"10-14 days"
15306,,"DSM 40095, ATCC 19773, CBS 511.68, ETH 16660, IFO 12786, ISP 5095, NBRC 12786, NRRL B-2713, RIA 1053, JCM 4191, BCRC 13676, CGMCC 4.1950, HAMBI 1003, IMET 42054, JCM 4587, NRRL ISP-5095, VKM Ac-623",1,1,"Streptomyces hirsutus",Streptomyces,hirsutus,"10-14 days"
159625,HST28,"DSM 107268, CECT 9648",1,1,"Streptomyces huasconensis",Streptomyces,huasconensis,"7 days"
15309,"FHP 678","DSM 40586, ATCC 19631, CBS 776.72, IFO 13475, ISP 5586, NBRC 13475, RIA 1436, JCM 4771, BCRC 11855, HAMBI 405, NRRL B-12091, VKM Ac-1919",1,1,"Streptomyces hydrogenans",Streptomyces,hydrogenans,"10-14 days"
16459,HSM#10,"DSM 41950, NRRL B-24669",1,1,"Streptomyces hypolithicus",Streptomyces,hypolithicus,"10-14 days"
15327,"MB-T 10","DSM 43803, ATCC 33330, CBS 560.75, IFO 13964, JCM 3053, KCC A-0053, NBRC 13964, CGMCC 4.1952, KCTC 9489, NCIMB 9794, NRRL B-24311",1,1,"Streptomyces indiaensis",Streptomyces,indiaensis,"10-14 days"
15329,Wollenweber,"DSM 40372, ATCC 3329, CBS 101.21, CBS 694.69, IFO 13049, ISP 5372, NBRC 13049, RIA 1241, JCM 4197, ATCC 25461, BCRC 13706, CGMCC 4.1467, ICMP 12540, IMET 41384, JCM 4483, LMG 19304, NRRL B-1327, NRRL B-2670",1,1,"Streptomyces intermedius",Streptomyces,intermedius,"10-14 days"
16183,T-41575,"DSM 41441, ATCC 33341, CBS 196.78, IFO 13601, JCM 4988, KCC S-0988, NBRC 13601, NRRL B-16929",1,1,"Streptomyces inusitatus",Streptomyces,inusitatus,"10-14 days"
16471,"35, HM 35","DSM 41954, CCUG 57623, JCM 17327",1,1,"Streptomyces iranensis",Streptomyces,iranensis,"10-14 days"
,,,,,,,,"4-5 days"
15338,"BL904, M338-M1","DSM 40819, ATCC 15714, IFO 13851, JCM 4208, KCC S-0208, NBRC 13851, BCRC 12349, KCTC 1078, KCTC 2113, MTCC 6919, NCIMB 12239, NCIMB 12717",1,1,"Streptomyces celluloflavus",Streptomyces,celluloflavus,"10-14 days"
16325,,"DSM 41681, ATCC 35682, IFO 14463, JCM 7473, NBRC 14463, CGMCC 4.1151, NRRL B-16240, VKM Ac-895",1,1,"Streptomyces kunmingensis",Streptomyces,kunmingensis,"10-14 days"
15340,10294,"DSM 40162, ATCC 15824, ATCC 19774, ATCC 23629, CBS 512.68, IFO 13192, INA 10294, ISP 5162, NBRC 13192, RIA 1054, JCM 4388, BCRC 12133, CBS 213.62, CECT 3274, CGMCC 4.1889, KCTC 9876, NCIMB 12788, NRRL B-3366",1,1,"Streptomyces kurssanovii",Streptomyces,kurssanovii,"10-14 days"
16347,"Sanchez-Marroquin A-24","DSM 41446, CBS 525.64, IFO 15864, IMRU 3737, ISP 5059, JCM 9381, NBRC 15864, NRRL B-5616, CGMCC 4.1916",1,1,"Streptomyces labedae",Streptomyces,labedae,"10-14 days"
16327,,"DSM 41684, ATCC 31255, JCM 5063, KCC S-1063, PCM 2368, BCRC 16804, CGMCC 4.1919, IFO 15422, NBRC 15422",1,1,"Streptomyces laurentii",Streptomyces,laurentii,"10-14 days"
16192,,"DSM 41458, ATCC 43686, INA 9020, JCM 6924, VKM Ac-835, IFO 15423, NBRC 15423, NRRL B-16370",1,1,"Streptomyces levis",Streptomyces,levis,"10-14 days"
16207,,"DSM 41475, ATCC 43687, INA 478, JCM 6925, CGMCC 4.1895, IFO 15425, LMG 20091, NBRC 15425, NRRL B-16371, VKM Ac-1767, VTT E-072712",1,1,"Streptomyces lienomycini",Streptomyces,lienomycini,"10-14 days"
16180,,"DSM 41428, ATCC 25299, JCM 4866, KCC S-0866, NCIB 10094, NRRL 3252, BCRC 12208, CGMCC 4.1746, IFO 15426, NBRC 15426, NCIMB 10094",1,1,"Streptomyces lomondensis",Streptomyces,lomondensis,"10-14 days"
15381,,"DSM 40599, ATCC 27443, CBS 789.72, ETH 28545, IFO 13488, INA 11668/54, ISP 5599, KCC S-0784, NBRC 13488, RIA 1449, JCM 4784, BCRC 16212, NCIMB 9629, NRRL B-3736, NRRL B-5761, PCM 2396, VKM Ac-1735",1,1,"Streptomyces longispororuber",Streptomyces,longispororuber,"10-14 days"
16323,,"DSM 41677, ATCC 29251, IFO 14251, JCM 4976, KCC S-0976, NBRC 14251, BCRC 12034, CGMCC 4.1898, KCTC 9783, LMG 20096, NRRL B-16923",1,1,"Streptomyces longwoodensis",Streptomyces,longwoodensis,"10-14 days"
16416,RCQ1071,"DSM 41876, ATCC BAA-1231, CIP 108852, JCM 16374",1,1,"Streptomyces lunalinharesii",Streptomyces,lunalinharesii,"10-14 days"
16145,"BA 3972, BA-3972","DSM 40833, JCM 4542, NRRL 2401, ATCC 33049, CGMCC 4.1992, CIP 108142, IFO 14657, MTCC 2532, NBIMCC 1591, NBRC 14657, VKM Ac-927, KCC S-0542",1,1,"Streptomyces luteosporeus",Streptomyces,luteosporeus,"10-14 days"
16184,A1201,"DSM 41449, ATCC 51533, IFO 14748, INMI 2892, JCM 6305, NBRC 14748, CGMCC 4.1994, HUT 6608, NCIMB 12473, VKM Ac-777",1,1,"Streptomyces macrosporus",Streptomyces,macrosporus,"10-14 days"
16377,,"DSM 41828, INA 316, INMI 217, NBRC 101004, NRRL B-11363",1,1,"Streptomyces malachitospinus",Streptomyces,malachitospinus,"10-14 days"
15393,"449, NNRL B-3352, NNRL B-8164","DSM 40221, ATCC 23934, CBS 918.68, IFO 12888, ISP 5221, JCM 4059, JCM 4650, NBRC 12888, RIA 1165, BCRC 12420, CBS 279.65, CGMCC 4.2007, CIP 108143, IFM 1082, IMET 42941, LMG 8603, NCB 258, NRRL B-3352, NRRL B-8164, VKM Ac-949, CCRC 12420, KCC S-0650",1,1,"Streptomyces mashuensis",Streptomyces,mashuensis,"10-14 days"
15396,602,"DSM 40035, ATCC 19785, CBS 537.68, IFO 12796, ISP 5035, JCM 4139, JCM 4593, NBRC 12796, RIA 1064, OEU 602, BCRC 13647, CGMCC 4.1433, IFO 3841, KCTC 19943, LMG 19362, NBRC 3841, NRRL B-3300, RIA 652, VKM Ac-578",1,1,"Streptomyces massasporeus",Streptomyces,massasporeus,"10-14 days"
16309,"AT 417, 1112-A3, FH 2163","DSM 41702, ATCC 29835, IFO 13854, JCM 5002, KCC S-1002, NBRC 13854, CGMCC 4.1997, LMG 20100",1,1,"Streptomyces mauvecolor",Streptomyces,mauvecolor,"10-14 days"
16186,,"DSM 41476, ATCC 43688, HUT 6610, IFO 14749, INA M-22, INMI 2869, JCM 6926, NBRC 14749, NRRL B-16372, VKM Ac-1776",1,1,"Streptomyces megasporus",Streptomyces,megasporus,"10-14 days"
16364,"BM-B-384, CH-M-1035, NNRL B-24196","DSM 41796, JCM 12681, NRRL B-24196, CIP 108132, NBRC 100915, NCIMB 14336",1,1,"Streptomyces mexicanus",Streptomyces,mexicanus,"10-14 days"
15206,A26,"DSM 40593, ATCC 27431, CBS 783.72, IFO 13482, ISP 5593, NBRC 13482, NCIB 9609, NRRL B-1453, RIA 1443, JCM 4129, BCRC 12172, CCUG 11114, CGMCC 4.1302, CGMCC 4.1524, CIP 105783, IFO 3717, JCM 4754, KCTC 9779, LMG 19310, NBRC 3717, NCIMB 10505, NCIMB 9609, VKM Ac-994, IMRU 3665",1,1,"Streptomyces microflavus",Streptomyces,microflavus,"10-14 days"
16469,,"DSM 41911, NRRL B-5739",1,1,"Streptomyces milbemycinicus",Streptomyces,milbemycinicus,"10-14 days"
16163,"IPCR 16-22, 16-22","DSM 40847, ATCC 29032, JCM 4168, KCC S-0168, BCRC 12165, CBS 199.75, CBS 207.78, CGMCC 4.1719, CGMCC 4.1851, CIP 108144, IFO 13819, NBRC 13819, NCIMB 11159, NRRL B-3729, RIA 1627, VKM Ac-928, VTT E-032076, CCRC 12165",1,1,"Streptomyces mobaraensis",Streptomyces,mobaraensis,"10-14 days"
16220,SF-337,"DSM 40503, ATCC 19166, CBS 717.72, IFO 13416, ISP 5503, NBRC 13416, RIA 1377, JCM 4673, BCRC 15169, CGMCC 4.1986, CIP 108145, JCM 4793, KCTC 19944, NRRL B-12429, VKM Ac-1916, KCC S-0793",1,1,"Streptomyces morookaensis",Streptomyces,morookaensis,"10-14 days"
15416,"Ital. 1131","DSM 40091, ATCC 19788, CBS 540.68, IFO 12799, ISP 5091, JCM 4333, JCM 4595, NBRC 12799, NRRL B-2286, RIA 1067, BCRC 12061, CECT 3309, IFO 14802, KCTC 9492, LMG 10475, NBRC 14802, NCIMB 12701, PCM 2369, VKM Ac-1190",1,1,"Streptomyces murinus",Streptomyces,murinus,"10-14 days"
16332,,"DSM 41691, ATCC 43689, INA 4305, JCM 10455, NBRC 100999, VKM Ac-1779, CGMCC 4.1747, NRRL B-65393",1,1,"Streptomyces mutomycini",Streptomyces,mutomycini,"10-14 days"
16446,,"DSM 40276, ATCC 23941, CBS 925.68, IFO 12894, INA 1800/54, ISP 5276, NBRC 12894, RIA 1194, JCM 4401, BCRC 15127, CBS 103.61, CGMCC 4.1410, LMG 19332, NCIMB 14461, NCIMB 9856, NRRL B-12176, VKM Ac-1705",1,1,"Streptomyces nigrescens",Streptomyces,nigrescens,"10-14 days"
15425,0-20,"DSM 40023, ATCC 12769, ATCC 19792, CBS 544.68, DSM 41158, ETH 24344, ETH 24415, HUT 6032, IFO 12803, IFO 3362, IMRU 3728, ISP 5023, JCM 4064, KCC S-0064, KCC S-0598, KCTC 9761, NBRC 12803, NBRC 3362, RIA 1071, PSA 206, BCRC 13645, CGMCC 4.1973, JCM 4598, NCIMB 9717, NRRL B-1316, RIA 503, VKM Ac-1191, VKM Ac-1202",1,1,"Streptomyces nitrosporeus",Streptomyces,nitrosporeus,"10-14 days"
15426,"Tü 32","DSM 40638, ATCC 14971, CGMCC AS 4.1395, IFO 15428, IMET 43354, JCM 4234, KCC S-0234, NBRC 15428, NRRL B-2724, ETH 17860, CGMCC 4.1395, NBIMCC 1172",1,1,"Streptomyces niveoruber",Streptomyces,niveoruber,"10-14 days"
