ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,"Kind of pH","Testresult (pH)",pH
166264,H-5,"BCRC 81154, KCTC 62865",1,1,"Pseudomethylobacillus aquaticus",Pseudomethylobacillus,growth,positive,6-8
159712,MT5,"KCTC 62295, MCCC 1K03351",1,1,"Pseudomonas abyssi",Pseudomonas,growth,positive,4-11
164624,PS24,"JCM 33654, CECT 9941, LMG 31497",1,1,"Pseudomonas akappageensis",Pseudomonas,growth,positive,5.0-8.0
157812,"RYU-5, RYU5","DSM 107182, JCM 32716",1,1,"Pseudomonas asiatica",Pseudomonas,growth,positive,6-9
164623,PS14,"JCM 33653, CECT 9940, LMG 31496",1,1,"Pseudomonas atagonensis",Pseudomonas,growth,positive,5-8
13124,6H33b,"DSM 17556, ATCC BAA-1049, JCM 12708, CCUG 53885, CIP 108866, TBRC 7232",1,1,"Pseudomonas azotifigens",Pseudomonas,growth,positive,6.1-9.8
13131,R-20821,"CCUG 53773, DSM 17834, LMG 23199, CIP 109375",1,1,"Pseudomonas borbori",Pseudomonas,growth,positive,7
159168,"FL-M/Ps 38, TH39","DSM 107390, LMG 30830",1,1,"Pseudomonas bubulae",Pseudomonas,growth,positive,5.5-8.5
13175,HY-14,"DSM 24390, CCTCC AB 208156, KCTC 22292",1,1,"Denitrificimonas caeni",Denitrificimonas,growth,positive,6.0-10.0
13163,HR2,"DSM 21419, CGMCC 1.6858, KCTC 22129",1,1,"Chryseomonas duriflava",Chryseomonas,growth,positive,05-09
166232,RD25,"LMG 30152, CECT 9373",1,1,"Pseudomonas edaphica",Pseudomonas,growth,positive,5.0-9.0
158761,GEV388,"LMG 30013, ATCC TSD-90, CIP 111601",1,1,"Pseudomonas floridensis",Pseudomonas,growth,positive,5-8
158598,ASS-1,"KCTC 52437, CCM 8778",1,1,"Pseudomonas fluvialis",Pseudomonas,growth,positive,5-12
133985,CC-CY503,"BCRC 80437, JCM 18415",1,1,"Halopseudomonas formosensis",Halopseudomonas,growth,positive,6.0-10.0
166380,MS586,"NRRL B-65441, LMG 30275",1,1,"Pseudomonas glycinae",Pseudomonas,growth,positive,4-10
130575,SgZ-6,"DSM 100318, CCTCC AB 2012022, KACC 16606",1,1,"Pseudomonas guangdongensis",Pseudomonas,growth,positive,6.0-10.0
24440,PCAVU11,"DSM 28410, CECT 8262, LMG 27394",1,1,"Pseudomonas guariconensis",Pseudomonas,growth,positive,05-10
133945,CC-G9A,"BCRC 80438, JCM 18416",1,1,"Pseudomonas guguanensis",Pseudomonas,growth,positive,6.0-10.0
132436,"WS 4917","DSM 29165, LMG 28433",1,1,"Pseudomonas helleri",Pseudomonas,growth,positive,5-8
164413,WCHPs060044,"JCM 32907, CCTCC AB 2018120, CNCTC 7663, GDMCC 1.1396",1,1,"Pseudomonas huaxiensis",Pseudomonas,growth,positive,6-9
166137,JS15-10A1,"CGMCC 1.16072, LMG 30036",1,1,"Pseudomonas jilinensis",Pseudomonas,growth,positive,6.5-9.0
166132,TBZ2,"LMG 29674, KCTC 52410",1,1,"Pseudomonas khazarica",Pseudomonas,growth,positive,3-10
13155,B13,"DSM 6978, CCUG 54928, CIP 109584, DSM 624, LMG 23759",1,1,"Pseudomonas knackmussii",Pseudomonas,growth,positive,6.0-8.3
140299,"WS 4992","DSM 29167, LMG 28435",1,1,"Pseudomonas lactis",Pseudomonas,growth,positive,5-8
167657,P5773,"CCM 8849, LMG 30618T, LMG 30618",1,1,"Pseudomonas leptonychotis",Pseudomonas,growth,positive,6-8
164180,,"JCM 32061, TBRC 7080, DMKU BBB3-04",1,1,"Pseudomonas mangiferae",Pseudomonas,growth,positive,6-8
13162,,"DSM 23972, JCM 14761, NRIC 0729, CCUG 59022, KMM 3042",1,1,"Pseudomonas marincola",Pseudomonas,growth,positive,5.5-9.5
166168,GL14,"CGMCC 1.13874, NBRC 113853",1,1,"Stutzerimonas nitrititolerans",Stutzerimonas,growth,positive,6.0-11.0
166254,A31/70,"CECT 9981, CCUG 73638",1,1,"Stutzerimonas nosocomialis",Stutzerimonas,growth,positive,5
,,,,,,,growth,positive,5-10
,,,,,,,growth,positive,6
132649,"KX 20","DSM 100277, CGMCC 1.15195",1,1,"Halopseudomonas oceani",Halopseudomonas,growth,positive,6.0-10.0
13164,Esp-1,"DSM 21819, CCM 7469, MTCC 8990",1,1,"Pseudomonas panipatensis",Pseudomonas,growth,positive,05-09
140300,"WS 4672","DSM 29164, LMG 28439",1,1,"Pseudomonas paralactis",Pseudomonas,growth,positive,5-8
13176,CL-AP6,"DSM 25163, JCM 15562, KCCM 90073",1,1,"Halopseudomonas pelagia",Halopseudomonas,growth,positive,6.5-9.1
13130,R-20805,"DSM 17833, CCM 7693, LMG 23201, CCUG 53775, CIP 109374",1,1,"Pseudomonas peli",Pseudomonas,growth,positive,7
140904,KBL-4-9,"JCM 19138, CCTCC AB 2013069, NRRL B-59988",1,1,"Pseudomonas populi",Pseudomonas,growth,positive,5.5-9.5
158812,M5,"CCTCC AB 2017186, KCTC 62119, CICC 24308",1,1,"Pseudomonas profundi",Pseudomonas,growth,positive,7-10
24438,LMT03,"DSM 27507, CECT 8089, LMG 26839, CIP 110366",1,1,"Pseudomonas punonensis",Pseudomonas,growth,positive,05-09
13169,J64,"DSM 23971, JCM 14963, KCTC 22137",1,1,"Halopseudomonas sabulinigri",Halopseudomonas,growth,positive,5.5-10.0
24439,CC-OPY-1,"DSM 27945, BCRC 80399, JCM 18195",1,1,"Pseudomonas sagittaria",Pseudomonas,growth,positive,5.0-9.0
166315,16W4-4-3,"CGMCC 1.13350, KCTC 72619",1,1,"Pseudomonas saliphila",Pseudomonas,growth,positive,7-9
170903,P7,"CCUG 74260, CECT 30107",1,1,"Pseudomonas sivasensis",Pseudomonas,growth,positive,7-9
24433,MS-3,"DSM 25633, JCM 16046, KACC 14032, KCTC 22612, NBRL 105641, CCUG 69583",1,1,"Pseudomonas taeanensis",Pseudomonas,growth,positive,6-9.5
13180,CMS,"DSM 21245, BCRC 17751",1,1,"Pseudomonas taiwanensis",Pseudomonas,growth,positive,04-09
158577,MA-69,"CCTCC AB 2013065, KCTC 42447, JCM 19137",1,1,"Stutzerimonas tarimensis",Stutzerimonas,growth,positive,6-9
159884,68,"CICC 24204, KCTC 52977",1,1,"Pseudomonas tianjinensis",Pseudomonas,growth,positive,6.0-9.0
133231,IB1.1,"VKM B-2935, CECT 9091",1,1,"Pseudomonas turukhanskensis",Pseudomonas,growth,positive,6.0-8.0
164374,T3,"JCM 32830, ACCC 60124",1,1,"Stutzerimonas urumqiensis",Stutzerimonas,growth,positive,4-9
132438,"WS 4993","DSM 29166, LMG 28437",1,1,"Pseudomonas weihenstephanensis",Pseudomonas,growth,positive,5-8
13173,S3-3,"DSM 23391, CCTCC AB 207151, NRRL B-51270, CIP 110124",1,1,"Halopseudomonas xinjiangensis",Halopseudomonas,growth,positive,06-09
24437,BY-1,"DSM 27927, ACCC 05688, KACC 15471",1,1,"Chryseomonas luteola",Chryseomonas,growth,positive,05-09
13400,,"DSM 45401, BCC 28481, NBRC 104274, NRRL B-24609, GMKU 095, TISTR 1862, JCM 16707, CIP 110060",1,1,"Pseudonocardia acaciae",Pseudonocardia,growth,positive,5.0-8.0
13405,,"DSM 45352, ACM 5286, JCM 18302, EUM 221, EUM 211 (erroneously)",1,1,"Pseudonocardia adelaidensis",Pseudonocardia,growth,positive,06-10
13398,,"DSM 44979, JCM 16009, KCTC 19315, YIM 45505",1,1,"Pseudonocardia ailaonensis",Pseudonocardia,growth,positive,06-08
13393,"H9, CMGCC 4.1877","DSM 44958, CGMCC 4.1877, JCM 12462, CIP 109186, CGMCC 4.11877",1,1,"Pseudonocardia ammonioxydans",Pseudonocardia,growth,positive,7
13382,,"DSM 45322, CCTCC M2011255, SCSIO 01299",1,1,"Pseudonocardia antitumoralis",Pseudonocardia,growth,positive,6-8.5
133626,,"DSM 45313, CCTCC AA2 08081, YIM 63587",1,1,"Pseudonocardia artemisiae",Pseudonocardia,growth,positive,05-09
13403,VN05A0561,"DSM 45574, CIP 110219, NBRC 105793, VTCC A-1757",1,1,"Pseudonocardia babensis",Pseudonocardia,growth,positive,7
13399,Y8,"DSM 45349, JCM 14827, KCCM 42678",1,1,"Pseudonocardia carboxydivorans",Pseudonocardia,growth,positive,7
13397,,"DSM 44969, CCTCC AA 206026, KCTC 19150, YIM 56035, JCM 16220, BCRC 16906",1,1,"Pseudonocardia endophytica",Pseudonocardia,growth,positive,6.0-8.0
158253,NEAU-G57,"DSM 105123, CGMCC 4.7397, JCM 32387",1,1,"Pseudonocardia lutea",Pseudonocardia,growth,positive,5-10
159738,,"TBRC 7778, NBRC 113150, SMC 195",1,1,"Pseudonocardia mangrovi",Pseudonocardia,growth,positive,6-11
140347,ATK03,"DSM 104088, CECT 9183",1,1,"Pseudonocardia nigra",Pseudonocardia,growth,positive,6.0-7.0
140580,GY0556,"MCCC 1A10574, KCTC 39641",1,1,"Pseudonocardia profundimaris",Pseudonocardia,growth,positive,5.0-12.0
158711,NW8-21,"BCC 58125, NBRC 109519",1,1,"Pseudonocardia soli",Pseudonocardia,growth,positive,5-10
13395,K1,"DSM 44239, CIP 109050, CCUG 52126, JCM 14745",1,1,"Pseudonocardia tetrahydrofuranoxydans",Pseudonocardia,growth,positive,7
140671,CMU-NKS-70,"JCM 31292, TBRC 2000",1,1,"Pseudonocardia thailandensis",Pseudonocardia,growth,positive,5-10
13404,,"DSM 45199, CCTCC AA 208018, YIM 61452, JCM 19149",1,1,"Pseudonocardia tropica",Pseudonocardia,growth,positive,06-09
13412,,"DSM 45635, JCM 17906, KCTC 29005, YIM 63638, BCRC 16943",1,1,"Pseudonocardia xishanensis",Pseudonocardia,growth,positive,05-09
13687,,"DSM 15984, ATCC BAA-863, KCTC 12145, HTCC 2597",1,1,"Pseudooceanicola batsensis",Pseudooceanicola,growth,positive,6.0-9.0
158599,157,"KCTC 52654, MCCC 1K03317",1,1,"Pseudooceanicola lipolyticus",Pseudooceanicola,growth,positive,6-8.5
130612,AZO-C,"DSM 29588, BCRC 17591, KCTC 22753, LMG 23705",1,1,"Pseudooceanicola marinus",Pseudooceanicola,growth,positive,6.0-9.0
13688,SS011B1-20,"DSM 18065, CGMCC 1.6293, LMG 23508, CIP 109530",1,1,"Pseudooceanicola nanhaiensis",Pseudooceanicola,growth,positive,6-9.5
130613,,"DSM 29619, CGMCC 1.7292, LMG 24663, JLT 1210",1,1,"Pseudooceanicola nitratireducens",Pseudooceanicola,growth,positive,7-9.5
168348,XY-99,"KCTC 72211, MCCC 1K03607",1,1,"Pseudooceanicola onchidii",Pseudooceanicola,growth,positive,5.5-9.5
13733,20188,"DSM 23566, CGMCC 1.6500, JCM 14644",1,1,"Pseudophaeobacter arcticus",Pseudophaeobacter,growth,positive,05-10
24494,306,"DSM 25627, CIP 110369, UBOCC 3187",1,1,"Pseudophaeobacter leonis",Pseudophaeobacter,growth,positive,6.5-9
166178,,"CCTCC AB 2017195, KCTC 62198, CY 03",1,1,"Pseudooceanicola sediminis",Pseudooceanicola,growth,positive,5.5-9.5
133859,ZS3-33,"CGMCC 1.10836, KCTC 23700",1,1,"Pseudorhodobacter antarcticus",Pseudorhodobacter,growth,positive,05-10
141058,DC2N1-10,"CGMCC 1.14433, KCTC 52040",1,1,"Cypionkella aquatica",Cypionkella,growth,positive,6.0-7.5
133680,HDW-19,"KCTC 23043, CCUG 58879",1,1,"Pseudorhodobacter aquimaris",Pseudorhodobacter,growth,positive,5.0
158526,4-T-34,"CCTCC AB 2014005, LMG 28256",1,1,"Cypionkella collinsensis",Cypionkella,growth,positive,6.0-10.0
140481,HWR-46,"NBRC 112426, KCTC 52470",1,1,"Pseudorhodobacter ponti",Pseudorhodobacter,growth,positive,5.5
141126,,"PAMC 27389, JCM 30764, KCTC 42640",1,1,"Cypionkella psychrotolerans",Cypionkella,growth,positive,5.5-9.0
141057,Y1R2-4,"CGMCC 1.14435, KCTC 52039",1,1,"Cypionkella sinensis",Cypionkella,growth,positive,6.0-7.5
133867,WT-MW11,"KCTC 23672, CCUG 61506",1,1,"Pseudorhodobacter wandonensis",Pseudorhodobacter,growth,positive,05-08
133823,NAFc-7,"BCRC 80210, LMG 26333, KCTC 23314",1,1,"Pseudorhodoferax aquiterrae",Pseudorhodoferax,growth,positive,06-09
168525,C1-9,"CGMCC 1.13864, KCTC 62325",1,1,"Methylibium rhizosphaerae",Methylibium,growth,positive,6.0-10.0
141080,DB-4,"KCTC 52038, CECT 9025",1,1,"Pseudoroseicyclus aestuarii",Pseudoroseicyclus,growth,positive,6
140810,MME-001,"KCCM 43133, JCM 30751",1,1,"Pseudoruegeria aestuarii",Pseudoruegeria,growth,positive,7-9
134212,SW-255,"KCTC 12737, JCM 13603, DSM 110540, CECT 7680, CGMCC 1.7689, CIP 109548",1,1,"Pseudoruegeria aquimaris",Pseudoruegeria,growth,positive,5.5-8.0
130631,WM67,"DSM 29328, JCM 18872, KACC 17214",1,1,"Pseudoruegeria haliotis",Pseudoruegeria,growth,positive,05-09
159803,BPTF-M20,"KACC 19614, KCTC 62422, NBRC 113188",1,1,"Pseudoruegeria insulae",Pseudoruegeria,growth,positive,6
13833,HD-43,"DSM 25294, CCUG 57754, KCTC 22690",1,1,"Pseudoruegeria lutimaris",Pseudoruegeria,growth,positive,05-08
8042,3-44-a(19),"DSM 45348, BCC 72027, JCM 14710, MTCC 9007",1,1,"Pseudosporangium ferrugineum",Pseudosporangium,growth,positive,05-09
140617,FDZSB0410,"KCTC 52127, MCCC 1A01897",1,1,"Pseudotenacibaculum haliotis",Pseudotenacibaculum,growth,positive,7-8
140607,,"KCTC 52190, NBRC 111989, DSM 108277, CAU 1312",1,1,"Pseudothioclava arenosa",Pseudothioclava,growth,positive,6.0-9.0
13736,F423,"DSM 16392, IAM 15084, KCTC 12308, NBRC 100514, JCM 21545",1,1,"Pseudovibrio ascidiaceicola",Pseudovibrio,growth,positive,05-09
23228,Ad2,"DSM 24994, NCIMB 14761",1,1,"Pseudovibrio axinellae",Pseudovibrio,growth,positive,06-09
13683,"LA33B, BAA-994","DSM 16456, ATCC BAA-994, CIP 108449",1,1,"Pseudovibrio exalbescens",Pseudovibrio,growth,positive,7
134242,,"IAM 15442, NCIMB 14279, KCTC 12861, WSF 2, JCM 23208",1,1,"Pseudovibrio japonicus",Pseudovibrio,growth,positive,06-09
141084,UST20140214-052,"KCTC 42384, MCCC 1K00452",1,1,"Pseudovibrio stylochi",Pseudovibrio,growth,positive,6.0-9.0
17442,"CC-CC4, CC-4","DSM 19599, CIP 109513, CCUG 54547, CC 4",1,1,"Pseudoxanthobacter soli",Pseudoxanthobacter,growth,positive,5.5-10
17511,DS-16,"DSM 21858, CIP 108839, KCTC 12543, CCUG 53910",1,1,"Pseudoxanthomonas dokdonensis",Pseudoxanthomonas,growth,positive,5.5-8.5
133278,roo10,"BCC 70700, NBRC 110414",1,1,"Pseudoxanthomonas helianthi",Pseudoxanthomonas,growth,positive,7.0-9.0
17505,12-3,"DSM 17109, CCUG 48231, CIP 107388, JCM 11525, AJ 13070",1,1,"Pseudoxanthomonas japonensis",Pseudoxanthomonas,growth,positive,6.2-9.5
17509,JA40,"DSM 18571, ATCC BAA-1031, CIP 108476, CCUG 55486",1,1,"Pseudoxanthomonas kalamensis",Pseudoxanthomonas,growth,positive,7
17504,AMX26B,"DSM 17121, CCUG 49454, CIP 106674, JCM 11524, ATCC 700993, AMX 26B",1,1,"Pseudoxanthomonas mexicana",Pseudoxanthomonas,growth,positive,6.5-9.5
140611,WD12,"KACC 15045, LMG 25968",1,1,"Pseudoxanthomonas putridarboris",Pseudoxanthomonas,growth,positive,6.0-8.5
17514,BD-c54,"DSM 19373, KCTC 22080",1,1,"Pseudoxanthomonas sacheonensis",Pseudoxanthomonas,growth,positive,6-9.5
17506,4M1,"DSM 17175, CIP 109444, KACC 11320",1,1,"Pseudoxanthomonas suwonensis",Pseudoxanthomonas,growth,positive,06-08
,,,,,,,growth,positive,6-8
17513,GR12-1,"DSM 18204, CIP 109605, KACC 11580",1,1,"Pseudoxanthomonas yeongjuensis",Pseudoxanthomonas,growth,positive,06-08
1566,"68E3, 68000","DSM 11713, ATCC BAA-796, CIP 107791, NCIMB 13837",1,1,"Psychrobacillus psychrodurans",Psychrobacillus,growth,positive,6
1568,3H1,"DSM 11706, CIP 107792, NCIMB 13838",1,1,"Psychrobacillus psychrotolerans",Psychrobacillus,growth,positive,6
133574,,"KCTC 22503, JCM 16343, SC 35, CIP 110994",1,1,"Psychrobacter aestuarii",Psychrobacter,growth,positive,07-09
8189,JG100,"DSM 16065, KCTC 12186, JCM 12315, CIP 110989",1,1,"Psychrobacter alimentarius",Psychrobacter,growth,positive,5.0-7.5
8196,SW-210,"DSM 16329, KCTC 12254, CIP 108795",1,1,"Psychrobacter aquimaris",Psychrobacter,growth,positive,5-7.5
8203,273-4,"DSM 17307, CIP 109905, VKM B-2377",1,1,"Psychrobacter arcticus",Psychrobacter,growth,positive,07-09
8207,"SW-238, JG-238","DSM 23510, JCM 12601, KCTC 12313, CIP 109014",1,1,"Psychrobacter celer",Psychrobacter,growth,positive,5.0-8.0
8194,JG-219,"DSM 16327, KCTC 12256, CIP 108733",1,1,"Psychrobacter cibarius",Psychrobacter,growth,positive,05-08
8202,"5, K5","DSM 17306, VKM B-2378, CIP 110990",1,1,"Psychrobacter cryohalolentis",Psychrobacter,growth,positive,6-9.5
8187,"Pi 2-20","DSM 15387, CIP 108811, KMM 3646",1,1,"Psychrobacter maritimus",Psychrobacter,growth,positive,05-10
8201,SW-242,"DSM 16330, KCTC 12255, CIP 108796",1,1,"Psychrobacter namhaensis",Psychrobacter,growth,positive,5-7.5
133281,S6-60,"JCM 31058, LMG 29157, CIP 111450",1,1,"Psychrobacter pocilloporae",Psychrobacter,growth,positive,6.5-10.0
168046,I-STPP5b,"LMG 30301, CIP 111410, CCM 8799, CCM 8799T, LMG 30301T",1,1,"Psychrobacter pygoscelis",Psychrobacter,growth,positive,5.5-6.5
141081,DB-3,"KCTC 52037, NBRC 111757",1,1,"Psychroflexus aestuariivivens",Psychroflexus,growth,positive,6
5630,"WS 4520, G 5209","DSM 23581, CCUG 59705, LMG 25857, WCC 4520",1,1,"Psychroflexus halocasei",Psychroflexus,growth,positive,6-9.5
166337,C1,"MCCC 1H00415, KCTC 72796",1,1,"Psychroflexus maritimus",Psychroflexus,growth,positive,7-9.5
141091,X15M-8,"CGMCC 1.12931, JCM 30616",1,1,"Psychroflexus planctonicus",Psychroflexus,growth,positive,6.5-10.0
133496,ISL-14,"KCTC 22483, CCUG 56752, ISL -14",1,1,"Psychroflexus salinarum",Psychroflexus,growth,positive,>5.5
133250,WDS4A13,"KCTC 52043, MCCC 1H00134",1,1,"Psychroflexus saliphilus",Psychroflexus,growth,positive,6.5-8.5
141092,X15M-6,"CGMCC 1.12925, JCM 30615",1,1,"Psychroflexus salis",Psychroflexus,growth,positive,6.5-10.0
23019,YIM-C238,"DSM 19803, CCTCC AA 207030, KCTC 22166",1,1,"Psychroflexus sediminis",Psychroflexus,growth,positive,06-10
159836,,"JCM 31143, KACC 19070, MCC 2780, MTCC 12460, IHBB 11108",1,1,"Psychromicrobium lacuslunae",Psychromicrobium,growth,positive,5-12
133081,AK20-18,"DSM 102047, LMG 29369",1,1,"Psychromicrobium silvestre",Psychromicrobium,growth,positive,6.0-9.0
133438,J42-3A,"NBRC 104585, KCTC 22285",1,1,"Psychromonas agarivorans",Psychromonas,growth,positive,6.0-9.0
140472,M1A1,"CIP 111183, CCM 8710, LMG 29766",1,1,"Psychromonas aquatilis",Psychromonas,growth,positive,6.5-8.0
134357,,"JCM 14784, ATCC BAA-1526, JAMM 0404",1,1,"Psychromonas aquimarina",Psychromonas,growth,positive,06-09
13522,174,"DSM 17665, CCM 7498",1,1,"Psychromonas boydii",Psychromonas,growth,positive,6.5-7.4
134372,AK15-027,"MBIC 06898, NCIMB 14416",1,1,"Psychromonas heitensis",Psychromonas,growth,positive,06-09
13519,37,"DSM 17664, CCUG 51855, CIP 108865",1,1,"Psychromonas ingrahamii",Psychromonas,growth,positive,6.5-7.4
13521,,"DSM 21936, ATCC BAA-1525, JCM 14783, JAMM 0394",1,1,"Psychromonas japonica",Psychromonas,growth,positive,6.5-9.5
134358,,"JCM 14785, ATCC BAA-1527, JAMM 0415",1,1,"Psychromonas macrocephali",Psychromonas,growth,positive,06-09
134356,,"JCM 14786, ATCC BAA-1528, JAMM 0738",1,1,"Psychromonas ossibalaenae",Psychromonas,growth,positive,6.5-9.5
133850,F051-1,"KCTC 23539, JCM 17632",1,1,"Psychroserpens damuponensis",Psychroserpens,growth,positive,06-09
134187,,"KCCM 42261, JCM 13413, KOPRI 13649, CIP 109253",1,1,"Psychroserpens mesophilus",Psychroserpens,growth,positive,06-09
158682,SW33,"KCTC 52743, CICC 24249",1,1,"Psychrosphaera aquimarina",Psychrosphaera,growth,positive,6-9
159736,T8,"CGMCC 1.15924, KCTC 333888",1,1,"Pueribacillus theae",Pueribacillus,growth,positive,6.5-8
141170,4GSH07,"CGMCC 1.15448, LMG 29214",1,1,"Puia dinghuensis",Puia,growth,positive,3.0-6.0
166316,RR4-38,"KCTC 52651, DSM 108068",1,1,"Pukyongia salina",Pukyongia,growth,positive,5.5-9.5
133210,7578-24,"CGMCC 1.15371, JCM 31236",1,1,"Pullulanibacillus camelliae",Pullulanibacillus,growth,positive,6.0-8.0
14408,UG-2,"DSM 19429, LMG 24205",1,1,"Pullulanibacillus uraniitolerans",Pullulanibacillus,growth,positive,03-06
166528,SC2-7,"KACC 19309, NBRC 113102",1,1,"Pulveribacter suum",Pulveribacter,growth,positive,6-10
140731,JSSK-17,"KCTC 52765, NBRC 112766",1,1,"Puniceibacterium confluentis",Puniceibacterium,growth,positive,6-8
17650,,"DSM 26450, JCM 14086, KCCM 42343, NBRC 101964, IMCC 1545",1,1,"Puniceicoccus vermicola",Puniceicoccus,growth,positive,05-12
364,,"DSM 25164, JCM 14767, KCTC 22046, DCY 25",1,1,"Allopusillimonas ginsengisoli",Allopusillimonas,growth,positive,5.5-9.0
365,B201,"DSM 25667, JCM 16917, KACC 14927",1,1,"Pusillimonas harenae",Pusillimonas,growth,positive,5.0-9.0
363,MJ07,"DSM 25264, JCM 16386, KCTC 22455",1,1,"Pusillimonas soli",Pusillimonas,growth,positive,5.0-9.0
166456,YE3,"KCTC 62737, NBRC 113113",1,1,"Pusillimonas thiosulfatoxidans",Pusillimonas,growth,positive,5.5-9
133960,E403,"CCTCC AB 2012862, CGMCC 41.12333, KCTC 32192, CGMCC 1.12333",1,1,"Pustulibacterium marinum",Pustulibacterium,growth,positive,6.0-9.0
164456,JC036,"JCM 33128, MCCC 1K03579",1,1,"Puteibacter caeruleilacunae",Puteibacter,growth,positive,5.0-9.0
140646,MI-28,"KCTC 29239, LMG 27848, BCRC 80688",1,1,"Puzihella rosea",Puzihella,growth,positive,6.0-9.0
140291,521,"DSM 103086, ATCC TSD-56",1,1,"Pyrobaculum igneiluti",Pyrobaculum,growth,positive,4-8
132578,"Souchothèque de Bretagne BG1337","DSM 101590, NCB 100",1,1,"Pyrococcus kukulkanii",Pyrococcus,growth,positive,3.5-8.5
132610,Su06,"DSM 28599, ATCC BAA-2559",1,1,"Pyrodictium delaneyi",Pyrodictium,growth,positive,5.0-9.0
158527,GYP-11,"CGMCC 1.15125, KCTC 42509",1,1,"Pyruvatibacter mobilis",Pyruvatibacter,growth,positive,6.0-9.0
170938,CA032A,"NCCB 100776, NBRC 114353",1,1,"Pyxidicoccus caerfyrddinensis",Pyxidicoccus,growth,positive,6-9
166565,CA060A,"NBRC 114505, NCCB 100777",1,1,"Pyxidicoccus trucidator",Pyxidicoccus,growth,positive,6-9
6329,AG-019,"DSM 44889, ATCC BAA-1104, CIP 108941, JCM 16010, NBRC 106147",1,1,"Quadrisphaera granulorum",Quadrisphaera,growth,positive,05-09
141111,CGI-09,"DSM 29781, JCM 31785",1,1,"Quisquiliibacterium transsilvanicum",Quisquiliibacterium,growth,positive,7.0-8.0
132551,,"DSM 100773, NCCB 100574, MSR MSr9521, MSR 9521",1,1,"Racemicystis crocea",Racemicystis,growth,positive,5.5-8.5
166374,SAP-19,"KACC 21744, NBRC 114407",1,1,"Rahnella aceris",Rahnella,growth,positive,4-9
158700,SPSPC-11,"CECT 9012, LMG 29233",1,1,"Raineya orbicola",Raineya,growth,positive,6.5-8.5
133021,LZ-22,"DSM 100494, ATCC TSD-18, JCM 30886",1,1,"Raineyella antarctica",Raineyella,growth,positive,4.0-9.0
141112,CJ661,"KACC 19305, JCM 32081",1,1,"Ramlibacter alkalitolerans",Ramlibacter,growth,positive,5.0-10.0
166265,18x22-1,"GDMCC 1.1584, KCTC 52922",1,1,"Ramlibacter humi",Ramlibacter,growth,positive,6.0-8.0
141113,G-3-2,"KEMB 9005-573, KACC 19175, JCM 31918",1,1,"Ramlibacter monticola",Ramlibacter,growth,positive,5.5-10.0
141048,THG-YS3.2.7,"KCTC 52083, CCTCC AB 2015357",1,1,"Ramlibacter rhizophilus",Ramlibacter,growth,positive,6.0-8.0
140017,,"DSM 103551, JCM 23209, TISTR 1750, IAM 15448",1,1,"Rapidithrix thailandica",Rapidithrix,growth,positive,05-10
158539,J77-1,"KEMB 9005-548, KACC 19172, JCM 31920",1,1,"Ravibacter arvi",Ravibacter,growth,positive,5-10
140272,HM,"DSM 100378, JCM 30982",1,1,"Rectinema cohabitans",Rectinema,growth,positive,5-7
24684,,"DSM 25897, CCTCC AB 2012062, YIM 77974",1,1,"Rehaibacterium terrae",Rehaibacterium,growth,positive,7.0-10.0
159843,DC003,"KCTC 42867, MCCC 1H00130",1,1,"Reichenbachiella versicolor",Reichenbachiella,growth,positive,6.0-8.5
130500,,"DSM 29881, IMCC 4489, KCCM 42938, KCTC 22813, NBRC 106079",1,1,"Reinekea aestuarii",Reinekea,growth,positive,05-12
158528,,"KACC 17315, CECT 8288, HME 8277",1,1,"Reinekea marina",Reinekea,growth,positive,7.0-8.0
166392,SSH23,"KACC 21168, NBRC 113795",1,1,"Reinekea thalattae",Reinekea,growth,positive,5-10
140732,Seoho-37,"KCTC 52223, JCM 31892",1,1,"Reyranella aquatilis",Reyranella,growth,positive,6-10
133909,KIS14-15,"KACC 13034, NBRC 108950",1,1,"Reyranella soli",Reyranella,growth,positive,04-09
